tissue,Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
body,FBgn0037620,32.639391613864845,-0.3891178514307904,0.1751632961599462,-2.2214576909735513,0.026319977293878395,0.0639695490354044,ranshi
body,FBgn0037613,39.31278477639931,1.836004065444294e-4,0.1609042794102608,0.0011410535954503723,0.9990895711507051,0.9992445408375595,Cks85A
body,FBgn0001180,123.30080466080004,-0.17209953163696803,0.11032398198194462,-1.5599467001212253,0.1187724772522464,0.21410258130346235,hb
body,FBgn0037609,72.96809758250319,0.32161815325024684,0.10693682447571398,3.0075528689678674,0.002633603107553328,0.00942891329122924,Unc50
body,FBgn0037643,709.4008740415036,-0.5168125861059972,0.053767112243719974,-9.612057715938821,7.1113382689342425e-22,5.80429229849215e-20,ScsbetaA
body,FBgn0037646,20.462391414341756,0.7785094695992192,0.20628571691474346,3.773937823921043,1.6069082531949944e-4,8.229820823352918e-4,CAHbeta
body,FBgn0027503,17.165397407810957,-0.643690458957014,0.19157401219024886,-3.3600092809967155,7.793985419824888e-4,0.0033170506117117327,CG11970
body,FBgn0037648,88.46845774199926,0.09328039144991436,0.09856377684927979,0.9463962769259077,0.34394650363964596,0.47623889616468773,CG11975
body,FBgn0037652,167.89613848633593,0.16797276192929955,0.0769291067055771,2.183474748669116,0.0290008665475727,0.06926230690510583,CG11980
body,FBgn0037653,90.86941749222402,0.6166414988441731,0.09917701354994742,6.217584869437723,5.048651062132249e-10,9.274558988213317e-9,Iru
body,FBgn0037657,110.86765752209368,0.24804913933748834,0.09149931874872574,2.7109397395479817,0.006709281838532825,0.02048364076461158,hyx
body,FBgn0028708,83.45989262950872,-0.021188316310615386,0.10952801095442966,-0.19345111927058567,0.8466056840616816,0.8949038443983152,Mst85C
body,FBgn0037659,22.404317576719766,0.8267905038163148,0.19009631003881367,4.349324316960711,1.365576320811501e-5,9.26866959641322e-5,Kdm2
body,FBgn0037661,17.238437353972976,0.1478328828507457,0.21081344467095284,0.7012497854749726,0.4831471450993332,0.6053891938594055,Ada
body,FBgn0037664,37.88038457251031,-0.2196615176374508,0.17261407753935196,-1.2725585350208364,0.20317474039484043,0.32225509926694595,CG8420
body,FBgn0037667,19.38518497216247,0.12267798578251567,0.20880665656891179,0.5875195158925819,0.5568548472965631,0.6701381215692869,CG16734
body,FBgn0037670,45.753755134758656,0.3577287455759255,0.14521469449801302,2.4634472896323882,0.013760812724044825,0.03735988229248043,Ibf1
body,FBgn0037671,271.4959965917037,0.5624536058894439,0.06129365133826049,9.17637624140612,4.458424778285103e-20,2.81842382062572e-18,ATP6AP2
body,FBgn0010803,141.13862944803705,0.13664368532278567,0.08130427450383618,1.6806457736282785,0.09283173921937855,0.17689858522180468,TrpRS
body,FBgn0037669,76.03575229728028,-0.3304659193489606,0.11043687128640306,-2.9923513361035194,0.0027683746289637835,0.009807955828328833,Ibf2
body,FBgn0000412,576.9906345313404,0.051289692975402895,0.047202512176168575,1.0865882049662992,0.2772188400880137,0.40653979623623177,D1
body,FBgn0003165,269.9626268180439,-0.06039591897305104,0.07016637250929916,-0.8607530475520415,0.38937406963726306,0.5220966385711908,pum
body,FBgn0010222,98.43319221489762,0.6146316692862789,0.10770614607012918,5.706560783319482,1.1528175077727362e-8,1.5299151022671906e-7,Nmdmc
body,FBgn0002932,36.00863418136155,-0.13841724824074664,0.16414548752928776,-0.8432595395962345,0.3990833059385149,0.5315614866125892,neur
body,FBgn0040534,116.51605936132236,-0.3050905055323955,0.10182272571965546,-2.996290890624842,0.002732856001932734,0.009708790909345602,Sf3b5
body,FBgn0037655,226.0182962351525,0.14724513334532352,0.06162372777081914,2.3894226894700927,0.01687487502812485,0.04396213578736611,Kcmf1
body,FBgn0026380,678.2522748881995,-0.1296680531283862,0.047756233981189174,-2.715206839372248,0.006623438858530862,0.020269546160326054,Prosbeta3
body,FBgn0037647,37.85219028269283,0.47479492170795706,0.1497181459694985,3.1712583577189446,0.0015178008656136555,0.00590989129316235,RagA-B
body,FBgn0037644,84.96597403322141,0.04917342621116372,0.10331504094269936,0.4759561218045329,0.6341056381930077,0.733533038225424,CG11964
body,FBgn0037680,64.19193845613083,0.22203021869934994,0.11706820775415851,1.8965885184268823,0.05788226712114973,0.12252950045869122,pasi2
