Gene	Tissue	Condition	V(G)	V(e)	Vp	h2
FBgn0034051	head	hs	1e-06	0.644231	0.644232	1e-06
FBgn0015247	head	hs	0.026116	0.418823	0.444939	0.058696
FBgn0034049	head	hs	1e-06	0.970667	0.970668	1e-06
FBgn0022160	head	hs	0.057623	0.321099	0.378722	0.152152
FBgn0050083	head	hs	2.797466	1.807199	4.604665	0.607529
FBgn0034025	head	hs	0.053644	1.073328	1.126973	0.0476
FBgn0022097	head	hs	0.020759	0.207747	0.228506	0.090846
FBgn0034035	head	hs	0.02694	1.653156	1.680097	0.016035
FBgn0023441	head	hs	0.012228	0.250233	0.26246	0.046589
FBgn0034033	head	hs	0.256468	1.910517	2.166984	0.118352
FBgn0024754	head	hs	0.038107	0.462461	0.500568	0.076128
FBgn0034032	head	hs	0.033178	1.334858	1.368036	0.024252
FBgn0019968	head	hs	0.010794	0.333125	0.343918	0.031384
FBgn0034021	head	hs	0.0307	0.607843	0.638542	0.048078
FBgn0013467	head	hs	0.024117	0.222395	0.246512	0.097834
FBgn0033996	head	hs	1e-06	1.186668	1.186669	1e-06
FBgn0003328	head	hs	0.020033	0.893353	0.913386	0.021933
FBgn0004698	head	hs	0.002087	0.655399	0.657486	0.003175
FBgn0013750	head	hs	0.028944	0.31724	0.346184	0.083608
FBgn0026370	head	hs	0.036551	0.257336	0.293886	0.12437
FBgn0034010	head	hs	0.587908	1.767682	2.355591	0.24958
FBgn0034001	head	hs	0.070329	2.10863	2.178959	0.032277
FBgn0033998	head	hs	1e-06	0.938972	0.938973	1e-06
FBgn0033995	head	hs	1e-06	1.20994	1.209941	1e-06
FBgn0033984	head	hs	0.13026	1.298086	1.428346	0.091196
FBgn0033985	head	hs	0.010944	2.122588	2.133532	0.00513
FBgn0033987	head	hs	0.001063	0.323862	0.324925	0.003271
FBgn0033988	head	hs	0.010061	0.723114	0.733175	0.013723
FBgn0015371	head	hs	0.033626	0.194452	0.228078	0.147434
FBgn0033990	head	hs	2e-06	2.127821	2.127823	1e-06
FBgn0033989	head	hs	1e-06	0.832139	0.83214	1e-06
FBgn0033983	head	hs	0.207478	1.386654	1.594132	0.130151
FBgn0027596	head	hs	0.080182	0.829105	0.909287	0.088181
FBgn0033951	head	hs	0.03215	1.208464	1.240614	0.025914
FBgn0010388	head	hs	0.888311	3.913384	4.801695	0.184999
FBgn0012042	head	hs	0.831339	3.481282	4.31262	0.192769
FBgn0041581	head	hs	0.503018	2.881264	3.384282	0.148634
FBgn0050476	head	hs	2e-06	1.537521	1.537522	1e-06
FBgn0033961	head	hs	0	0.384675	0.384676	1e-06
FBgn0015602	head	hs	0.047473	0.791431	0.838904	0.056589
FBgn0033968	head	hs	0.099467	0.604843	0.70431	0.141226
FBgn0033970	head	hs	0.109108	0.694876	0.803984	0.135709
FBgn0013773	head	hs	0.323291	1.47084	1.79413	0.180194
FBgn0015714	head	hs	7.375659	1.106353	8.482012	0.869565
FBgn0033978	head	hs	6.065387	0.44522	6.510607	0.931616
FBgn0033980	head	hs	0.48031	0.333847	0.814157	0.589948
FBgn0013772	head	hs	0.809659	1.731841	2.541499	0.318575
FBgn0033981	head	hs	0.255226	1.784168	2.039395	0.125148
FBgn0027783	head	hs	2e-06	2.369768	2.36977	1e-06
FBgn0033971	head	hs	2e-06	1.786497	1.786499	1e-06
FBgn0001319	head	hs	0.038659	0.745151	0.783809	0.049321
FBgn0020767	head	hs	0.020845	0.336821	0.357666	0.05828
FBgn0033960	head	hs	0.106921	1.77688	1.883801	0.056758
FBgn0028689	head	hs	0.013183	0.464708	0.477891	0.027586
FBgn0033958	head	hs	0.015843	0.407843	0.423686	0.037394
FBgn0020269	head	hs	0.031215	0.30842	0.339635	0.091907
FBgn0033932	head	hs	0.019433	1.222193	1.241626	0.015651
FBgn0033935	head	hs	2e-06	2.020887	2.020889	1e-06
FBgn0033936	head	hs	0.120139	0.801085	0.921225	0.130412
FBgn0050077	head	hs	0.366252	1.104814	1.471066	0.24897
FBgn0010638	head	hs	0.060555	0.544603	0.605158	0.100065
FBgn0033949	head	hs	0.300004	2.507057	2.807062	0.106875
FBgn0033948	head	hs	0.147025	2.22987	2.376895	0.061856
FBgn0026427	head	hs	0.018653	0.852339	0.870992	0.021415
FBgn0033945	head	hs	0.250148	1.112267	1.362415	0.183607
FBgn0019938	head	hs	0.120829	1.775563	1.896392	0.063715
FBgn0033942	head	hs	2e-06	2.266721	2.266724	1e-06
FBgn0013725	head	hs	0.043119	1.026462	1.069582	0.040314
FBgn0033934	head	hs	0	0.358514	0.358514	1e-06
FBgn0033901	head	hs	0.045907	1.042279	1.088186	0.042187
FBgn0033903	head	hs	0.064814	1.234862	1.299677	0.04987
FBgn0033906	head	hs	0.070855	0.25312	0.323974	0.218705
FBgn0000289	head	hs	0.022135	0.200297	0.222432	0.099513
FBgn0033913	head	hs	0.120903	0.780737	0.90164	0.134092
FBgn0033916	head	hs	0.005079	1.425962	1.431041	0.003549
FBgn0033917	head	hs	0.10825	1.890013	1.998263	0.054172
FBgn0033918	head	hs	1e-06	0.750413	0.750414	1e-06
FBgn0027538	head	hs	0.136103	1.228824	1.364927	0.099714
FBgn0033924	head	hs	0.089814	0.674455	0.764269	0.117517
FBgn0033928	head	hs	0.091538	2.176877	2.268414	0.040353
FBgn0033929	head	hs	0.061529	0.954091	1.01562	0.060583
FBgn0033926	head	hs	0.321744	0.392783	0.714527	0.450289
FBgn0033925	head	hs	0.117606	1.750734	1.86834	0.062947
FBgn0033919	head	hs	0.006537	0.37936	0.385897	0.01694
FBgn0001220	head	hs	0.043437	0.256389	0.299825	0.144873
FBgn0033915	head	hs	0.002019	0.626769	0.628789	0.003212
FBgn0033912	head	hs	0.036198	0.226612	0.262809	0.137733
FBgn0005613	head	hs	0.005195	1.959893	1.965087	0.002643
FBgn0033907	head	hs	1e-06	1.195896	1.195897	1e-06
FBgn0033902	head	hs	0.012253	0.210809	0.223062	0.05493
FBgn0033897	head	hs	0.034378	0.880423	0.9148	0.037579
FBgn0013770	head	hs	0.104123	0.189691	0.293814	0.354384
FBgn0002643	head	hs	0.003951	0.236985	0.240936	0.016397
FBgn0040752	head	hs	0.056855	0.172826	0.22968	0.247538
FBgn0020620	head	hs	0.090892	0.800519	0.891411	0.101965
FBgn0033889	head	hs	0.062884	0.752422	0.815305	0.077129
FBgn0033886	head	hs	0.037917	0.47676	0.514677	0.073672
FBgn0013733	head	hs	0.010181	0.13045	0.140632	0.072398
FBgn0033883	head	hs	2e-06	2.172199	2.172201	1e-06
FBgn0033859	head	hs	0.081188	1.707413	1.788601	0.045392
FBgn0000633	head	hs	0.023458	0.395651	0.419108	0.05597
FBgn0033871	head	hs	0.037555	1.378796	1.416351	0.026515
FBgn0033872	head	hs	0.030346	0.231468	0.261814	0.115907
FBgn0033875	head	hs	0.136437	0.36297	0.499407	0.273198
FBgn0033879	head	hs	0.035695	0.822886	0.858581	0.041574
FBgn0033876	head	hs	0.115588	0.350282	0.46587	0.248113
FBgn0000662	head	hs	0.011379	0.407409	0.418788	0.027171
FBgn0041579	head	hs	0.790985	4.459975	5.25096	0.150636
FBgn0033846	head	hs	0.058719	1.491342	1.550061	0.037882
FBgn0014877	head	hs	0.002012	0.951927	0.953939	0.002109
FBgn0033855	head	hs	0.181026	2.717189	2.898215	0.062461
FBgn0027581	head	hs	1e-06	0.639667	0.639668	1e-06
FBgn0053156	head	hs	0.01884	1.316356	1.335197	0.014111
FBgn0033853	head	hs	0.008311	0.387252	0.395563	0.021011
FBgn0004638	head	hs	0.021515	0.472843	0.494358	0.043521
FBgn0033844	head	hs	0.024843	0.231737	0.25658	0.096822
FBgn0033842	head	hs	0.103316	1.458593	1.561909	0.066147
FBgn0000119	head	hs	0.055384	0.561868	0.617252	0.089726
FBgn0053138	head	hs	0.088815	0.525431	0.614246	0.144592
FBgn0027079	head	hs	0.130768	1.734229	1.864996	0.070117
FBgn0040754	head	hs	0.220064	1.612036	1.8321	0.120115
FBgn0011763	head	hs	1e-06	0.503937	0.503938	1e-06
FBgn0033813	head	hs	2e-06	1.810318	1.810319	1e-06
FBgn0033817	head	hs	0.11403	1.013531	1.12756	0.101129
FBgn0033820	head	hs	0.247224	0.43337	0.680594	0.363248
FBgn0033821	head	hs	0.318393	0.573703	0.892096	0.356904
FBgn0033816	head	hs	0.046852	1.217727	1.264579	0.037049
FBgn0033814	head	hs	0	0.449657	0.449657	1e-06
FBgn0033812	head	hs	1e-06	0.789569	0.78957	1e-06
FBgn0043010	head	hs	0.158419	1.24156	1.399979	0.113158
FBgn0053182	head	hs	0.006218	2.431704	2.437922	0.002551
FBgn0033802	head	hs	0.100497	0.733192	0.833688	0.120545
FBgn0033799	head	hs	0.161584	0.718886	0.880471	0.18352
FBgn0020370	head	hs	0.004492	0.636545	0.641037	0.007008
FBgn0033793	head	hs	0.334255	1.051002	1.385257	0.241295
FBgn0000181	head	hs	0.03677	0.195731	0.232501	0.158149
FBgn0003975	head	hs	2e-06	1.718594	1.718596	1e-06
FBgn0033782	head	hs	0.31387	0.825272	1.139141	0.275532
FBgn0033791	head	hs	0.04636	0.511734	0.558094	0.083068
FBgn0005624	head	hs	1e-06	0.77576	0.77576	1e-06
FBgn0004512	head	hs	0.046348	2.056791	2.103139	0.022037
FBgn0033784	head	hs	0.0047	1.425496	1.430196	0.003286
FBgn0033783	head	hs	0.00505	1.038629	1.04368	0.004839
FBgn0033777	head	hs	0.179697	0.42997	0.609667	0.294746
FBgn0033775	head	hs	0.369354	1.874206	2.24356	0.164628
FBgn0011592	head	hs	0.093536	0.460968	0.554504	0.168684
FBgn0033755	head	hs	0.149948	1.588657	1.738605	0.086246
FBgn0027356	head	hs	0	0.260454	0.260454	1e-06
FBgn0004435	head	hs	0.052828	0.304661	0.35749	0.147776
FBgn0028683	head	hs	2e-06	2.087443	2.087446	1e-06
FBgn0011604	head	hs	1e-06	1.067809	1.06781	1e-06
FBgn0033762	head	hs	1e-06	0.88213	0.882131	1e-06
FBgn0026741	head	hs	2e-06	2.035285	2.035287	1e-06
FBgn0020930	head	hs	0.044928	0.794203	0.839131	0.053541
FBgn0003326	head	hs	0.008678	0.918612	0.92729	0.009359
FBgn0011227	head	hs	0.098822	0.330468	0.42929	0.230199
FBgn0026619	head	hs	1e-06	0.535717	0.535718	1e-06
FBgn0033769	head	hs	1e-06	1.215929	1.21593	1e-06
FBgn0050052	head	hs	0.210364	0.55146	0.761824	0.276132
FBgn0033766	head	hs	0.008506	1.77744	1.785946	0.004763
FBgn0033761	head	hs	2e-06	1.672924	1.672925	1e-06
FBgn0033760	head	hs	0.142376	1.8116	1.953976	0.072865
FBgn0033757	head	hs	2e-06	1.957035	1.957037	1e-06
FBgn0022764	head	hs	0.024157	0.289995	0.314152	0.076894
FBgn0033754	head	hs	0.037293	2.164964	2.202257	0.016934
FBgn0033710	head	hs	0.043561	0.248783	0.292344	0.149005
FBgn0050203	head	hs	0.420937	1.739553	2.16049	0.194834
FBgn0050046	head	hs	0.130886	1.740601	1.871487	0.069937
FBgn0033715	head	hs	0.185911	2.219289	2.405201	0.077296
FBgn0033716	head	hs	1e-06	1.061644	1.061645	1e-06
FBgn0033721	head	hs	0.092125	3.363417	3.455542	0.02666
FBgn0033728	head	hs	0.315151	0.527874	0.843025	0.373833
FBgn0033730	head	hs	0.937183	1.453936	2.391119	0.391943
FBgn0033734	head	hs	0.017791	0.770088	0.787878	0.02258
FBgn0050051	head	hs	2e-06	1.84971	1.849712	1e-06
FBgn0010238	head	hs	0	0.398286	0.398286	1e-06
FBgn0033742	head	hs	0.559712	2.041153	2.600864	0.215202
FBgn0033744	head	hs	0.020827	1.635782	1.656609	0.012572
FBgn0033752	head	hs	1e-06	1.039068	1.039069	1e-06
FBgn0033751	head	hs	0.012689	0.453183	0.465872	0.027237
FBgn0033749	head	hs	0.296704	1.609107	1.905811	0.155684
FBgn0045063	head	hs	1e-06	0.504645	0.504646	1e-06
FBgn0033738	head	hs	0.003649	0.782489	0.786138	0.004642
FBgn0033737	head	hs	0.047639	1.993406	2.041045	0.023341
FBgn0033717	head	hs	0.072983	0.604121	0.677105	0.107787
FBgn0024732	head	hs	0.004933	1.077853	1.082786	0.004556
FBgn0028407	head	hs	0.077485	1.368986	1.446472	0.053569
FBgn0033683	head	hs	0.168866	1.44735	1.616216	0.104483
FBgn0010621	head	hs	0.045809	1.786424	1.832234	0.025002
FBgn0033692	head	hs	0.212714	1.917043	2.129757	0.099877
FBgn0025454	head	hs	0.317896	0.205348	0.523245	0.607548
FBgn0000253	head	hs	0.069776	0.170477	0.240252	0.290426
FBgn0033702	head	hs	2e-06	2.355655	2.355657	1e-06
FBgn0033699	head	hs	0.026535	0.220589	0.247123	0.107374
FBgn0033698	head	hs	2e-06	2.111052	2.111054	1e-06
FBgn0033696	head	hs	0.446782	1.739961	2.186744	0.204314
FBgn0014184	head	hs	0.017609	0.124237	0.141846	0.124144
FBgn0033688	head	hs	0.031516	0.677083	0.708598	0.044476
FBgn0033679	head	hs	0.145766	1.090551	1.236316	0.117903
FBgn0004839	head	hs	1e-06	1.401213	1.401214	1e-06
FBgn0033653	head	hs	0.072258	1.943836	2.016094	0.035841
FBgn0033657	head	hs	0.045431	1.230336	1.275767	0.03561
FBgn0013756	head	hs	0.019789	0.960931	0.98072	0.020178
FBgn0033668	head	hs	0.01544	0.724157	0.739597	0.020876
FBgn0026573	head	hs	0.083788	1.548895	1.632683	0.051319
FBgn0033673	head	hs	2e-06	1.724708	1.724709	1e-06
FBgn0011704	head	hs	0.081489	2.401115	2.482604	0.032824
FBgn0053145	head	hs	0.422037	1.583238	2.005275	0.210463
FBgn0033669	head	hs	0.030843	1.322673	1.353517	0.022788
FBgn0033663	head	hs	0.025045	0.428225	0.45327	0.055253
FBgn0033661	head	hs	0.077115	0.882114	0.959229	0.080393
FBgn0033654	head	hs	0.016338	1.011691	1.028029	0.015893
FBgn0040491	head	hs	0.193724	1.449688	1.643411	0.117879
FBgn0062449	head	hs	1e-06	1.226133	1.226135	1e-06
FBgn0033649	head	hs	0.059007	0.603418	0.662425	0.089077
FBgn0010516	head	hs	0.029249	0.22047	0.249719	0.117128
FBgn0044020	head	hs	1e-06	0.624872	0.624873	1e-06
FBgn0033639	head	hs	0.015167	0.347243	0.36241	0.04185
FBgn0033638	head	hs	0.009345	0.262228	0.271572	0.03441
FBgn0033636	head	hs	0.021963	0.309698	0.331661	0.066221
FBgn0003396	head	hs	0.012081	0.283523	0.295604	0.040868
FBgn0037084	head	hs	0	0.455947	0.455947	1e-06
FBgn0033584	head	hs	0.063973	2.382164	2.446137	0.026153
FBgn0033602	head	hs	0.269973	1.383738	1.653712	0.163253
FBgn0033608	head	hs	0.001014	0.421921	0.422934	0.002396
FBgn0050033	head	hs	0.200051	2.48231	2.682362	0.07458
FBgn0033616	head	hs	0.028723	1.990484	2.019207	0.014225
FBgn0024188	head	hs	1e-06	0.581213	0.581214	1e-06
FBgn0033627	head	hs	1e-06	1.373531	1.373533	1e-06
FBgn0033635	head	hs	0.043982	2.012904	2.056886	0.021383
FBgn0000581	head	hs	0.03726	0.373303	0.410562	0.090752
FBgn0082585	head	hs	1e-06	0.631432	0.631433	1e-06
FBgn0033629	head	hs	3e-06	2.761563	2.761565	1e-06
FBgn0021795	head	hs	0.073215	0.613417	0.686632	0.10663
FBgn0001276	head	hs	0.054589	1.479467	1.534056	0.035585
FBgn0033624	head	hs	0.007391	0.320659	0.328049	0.022529
FBgn0033609	head	hs	0.047308	0.565482	0.61279	0.077201
FBgn0033605	head	hs	1e-06	1.473853	1.473854	1e-06
FBgn0033603	head	hs	0.184659	2.797355	2.982014	0.061924
FBgn0033593	head	hs	0.274983	0.730539	1.005522	0.273473
FBgn0050021	head	hs	2e-06	2.223165	2.223167	1e-06
FBgn0033579	head	hs	0.539003	1.52736	2.066364	0.260846
FBgn0040765	head	hs	0	0.331638	0.331638	1e-06
FBgn0033574	head	hs	0.627175	1.670765	2.29794	0.272929
FBgn0033544	head	hs	0.070895	0.120956	0.191851	0.369532
FBgn0033551	head	hs	0.042333	1.009711	1.052044	0.040239
FBgn0029134	head	hs	0.034437	0.370889	0.405326	0.084961
FBgn0033555	head	hs	0.319106	1.053709	1.372816	0.232447
FBgn0050020	head	hs	0.006657	1.548711	1.555368	0.00428
FBgn0033571	head	hs	2e-06	1.474061	1.474062	1e-06
FBgn0033570	head	hs	0.021289	0.250598	0.271886	0.0783
FBgn0010356	head	hs	0.071792	1.816456	1.888248	0.03802
FBgn0050015	head	hs	0.028762	0.285493	0.314255	0.091524
FBgn0027525	head	hs	0.057401	0.165245	0.222646	0.257814
FBgn0033556	head	hs	1e-06	1.125598	1.125599	1e-06
FBgn0027499	head	hs	1e-06	0.780768	0.780769	1e-06
FBgn0053144	head	hs	0.044559	0.254018	0.298577	0.149237
FBgn0024956	head	hs	0.087016	1.714796	1.801812	0.048294
FBgn0033543	head	hs	0.101936	0.826082	0.928018	0.109843
FBgn0005586	head	hs	0.048733	0.304258	0.352991	0.138058
FBgn0033518	head	hs	0.620653	2.578403	3.199056	0.194011
FBgn0033520	head	hs	0.876672	1.959778	2.83645	0.309074
FBgn0001122	head	hs	0.005214	0.192743	0.197957	0.026339
FBgn0033529	head	hs	1e-06	0.517132	0.517133	1e-06
FBgn0033528	head	hs	2e-06	1.666954	1.666956	1e-06
FBgn0033523	head	hs	0.091188	0.984935	1.076124	0.084738
FBgn0033521	head	hs	2.346349	1.97389	4.32024	0.543106
FBgn0033519	head	hs	0.140743	2.899625	3.040368	0.046291
FBgn0005619	head	hs	0.136307	0.480714	0.617021	0.220912
FBgn0033500	head	hs	0.113674	1.595956	1.709631	0.066491
FBgn0033504	head	hs	0.005566	0.153254	0.158819	0.035044
FBgn0033507	head	hs	0.076804	2.248438	2.325243	0.033031
FBgn0026403	head	hs	0.517563	0.927935	1.445498	0.358052
FBgn0028426	head	hs	0.306733	1.961502	2.268234	0.13523
FBgn0000448	head	hs	0.041364	0.720039	0.761403	0.054326
FBgn0033494	head	hs	0.023065	0.49582	0.518885	0.044452
FBgn0033454	head	hs	0.031628	1.869779	1.901407	0.016634
FBgn0000715	head	hs	0.14769	1.669821	1.817511	0.08126
FBgn0033465	head	hs	0.04968	0.495995	0.545675	0.091043
FBgn0027619	head	hs	0	0.329578	0.329579	1e-06
FBgn0033471	head	hs	2e-06	2.157363	2.157365	1e-06
FBgn0040773	head	hs	0.007682	0.169346	0.177028	0.043396
FBgn0033480	head	hs	1e-06	1.008693	1.008695	1e-06
FBgn0033483	head	hs	1e-06	1.020841	1.020842	1e-06
FBgn0033484	head	hs	0.00846	0.276979	0.285439	0.029638
FBgn0001291	head	hs	0.217324	1.77056	1.987884	0.109324
FBgn0003071	head	hs	0.0271	0.237123	0.264223	0.102564
FBgn0033486	head	hs	1e-06	0.714138	0.714139	1e-06
FBgn0010531	head	hs	0.104396	1.932108	2.036504	0.051262
FBgn0033485	head	hs	2e-06	2.314597	2.314599	1e-06
FBgn0033482	head	hs	0.070707	1.497037	1.567744	0.045101
FBgn0013435	head	hs	0.019473	2.110501	2.129974	0.009142
FBgn0033476	head	hs	0.008726	0.290226	0.298952	0.02919
FBgn0022382	head	hs	0.009487	0.211414	0.220901	0.042946
FBgn0033468	head	hs	2e-06	1.577513	1.577515	1e-06
FBgn0033467	head	hs	0.230149	2.243976	2.474125	0.093022
FBgn0011656	head	hs	0.002358	0.240712	0.24307	0.009701
FBgn0033464	head	hs	0.134669	1.032897	1.167567	0.115342
FBgn0033463	head	hs	1e-06	0.54947	0.549471	1e-06
FBgn0033460	head	hs	0.025009	0.402153	0.427162	0.058548
FBgn0011241	head	hs	0.087027	1.692422	1.77945	0.048907
FBgn0027580	head	hs	0.101195	0.226879	0.328074	0.308452
FBgn0050000	head	hs	0.242403	1.522589	1.764991	0.137339
FBgn0260474	head	hs	0.264341	1.941657	2.205998	0.119828
FBgn0033439	head	hs	0.316365	2.685927	3.002292	0.105375
FBgn0005614	head	hs	0.420516	0.262642	0.683158	0.615547
FBgn0033448	head	hs	0.063526	0.860634	0.92416	0.068739
FBgn0033446	head	hs	0.026654	0.173303	0.199957	0.1333
FBgn0023143	head	hs	0.018281	0.262781	0.281063	0.065044
FBgn0033438	head	hs	0.067376	0.826323	0.893699	0.075391
FBgn0033437	head	hs	0.06044	2.581619	2.642059	0.022876
FBgn0041087	head	hs	0.923075	1.627483	2.550558	0.361911
FBgn0033413	head	hs	0	0.358161	0.358161	1e-06
FBgn0017558	head	hs	0.026345	0.14441	0.170756	0.154286
FBgn0033426	head	hs	2e-06	1.679135	1.679137	1e-06
FBgn0033428	head	hs	0.0049	0.875212	0.880112	0.005567
FBgn0025286	head	hs	0.042002	0.271203	0.313205	0.134103
FBgn0033434	head	hs	1e-06	0.757088	0.757088	1e-06
FBgn0033429	head	hs	2e-06	2.142649	2.142651	1e-06
FBgn0033421	head	hs	0.057453	0.928605	0.986058	0.058265
FBgn0029092	head	hs	0.047928	0.223141	0.271069	0.176812
FBgn0016078	head	hs	0.002572	0.57447	0.577043	0.004458
FBgn0028473	head	hs	0.109916	0.307634	0.41755	0.26324
FBgn0033405	head	hs	0.126203	1.372519	1.498722	0.084207
FBgn0011746	head	hs	0.121132	1.079627	1.20076	0.10088
FBgn0010220	head	hs	2e-06	1.834478	1.83448	1e-06
FBgn0033376	head	hs	2e-06	1.820661	1.820663	1e-06
FBgn0015838	head	hs	0.167964	1.212213	1.380177	0.121697
FBgn0033378	head	hs	2e-06	1.744289	1.74429	1e-06
FBgn0003612	head	hs	0.016858	0.78747	0.804328	0.02096
FBgn0033381	head	hs	0.028554	1.474869	1.503423	0.018993
FBgn0033382	head	hs	0.123199	0.712905	0.836104	0.147349
FBgn0050342	head	hs	0.190977	1.595731	1.786708	0.106888
FBgn0050344	head	hs	0.048627	0.802976	0.851603	0.057101
FBgn0028408	head	hs	0.063957	0.666915	0.730872	0.087508
FBgn0033402	head	hs	0.077745	0.621219	0.698964	0.111229
FBgn0020621	head	hs	0.105223	0.392392	0.497615	0.211454
FBgn0033392	head	hs	2e-06	1.883361	1.883363	1e-06
FBgn0015477	head	hs	0.043798	0.679453	0.72325	0.060557
FBgn0033387	head	hs	0.603699	1.331975	1.935674	0.311881
FBgn0027561	head	hs	0	0.252168	0.252169	1e-06
FBgn0033379	head	hs	2e-06	2.351549	2.351551	1e-06
FBgn0033377	head	hs	1e-06	1.109042	1.109043	1e-06
FBgn0033375	head	hs	0.113459	2.242111	2.355569	0.048166
FBgn0033373	head	hs	1e-06	1.183423	1.183424	1e-06
FBgn0024189	head	hs	1e-06	0.534987	0.534987	1e-06
FBgn0011286	head	hs	0.015796	0.356102	0.371897	0.042473
FBgn0021825	head	hs	0.034327	0.623632	0.657959	0.052172
FBgn0033339	head	hs	0.063927	1.458542	1.522469	0.041989
FBgn0033340	head	hs	0.061111	1.772761	1.833872	0.033323
FBgn0004921	head	hs	0.03339	0.122194	0.155584	0.214609
FBgn0050349	head	hs	0.109751	1.555286	1.665037	0.065915
FBgn0033349	head	hs	0.067535	0.965154	1.032689	0.065397
FBgn0033350	head	hs	0.082546	0.987218	1.069764	0.077162
FBgn0033352	head	hs	0.017333	0.758096	0.775429	0.022353
FBgn0033357	head	hs	0.006835	0.393258	0.400093	0.017083
FBgn0011300	head	hs	0.026849	0.455605	0.482454	0.055652
FBgn0033368	head	hs	0.048615	0.647734	0.69635	0.069815
FBgn0033367	head	hs	0.284796	1.338482	1.623278	0.175445
FBgn0033366	head	hs	0.393098	1.090365	1.483463	0.264987
FBgn0033365	head	hs	2e-06	2.094108	2.09411	1e-06
FBgn0033358	head	hs	0.042364	0.399272	0.441636	0.095924
FBgn0027607	head	hs	0	0.474071	0.474071	1e-06
FBgn0033351	head	hs	0.038957	1.331379	1.370336	0.028429
FBgn0033347	head	hs	0.024939	1.382305	1.407244	0.017722
FBgn0003074	head	hs	0.012274	0.182383	0.194658	0.063056
FBgn0033341	head	hs	0.002662	1.805489	1.808151	0.001472
FBgn0033337	head	hs	0.205563	2.101307	2.30687	0.089109
FBgn0053199	head	hs	1e-06	1.179876	1.179877	1e-06
FBgn0033304	head	hs	0.265083	0.560572	0.825654	0.321058
FBgn0033313	head	hs	0.035844	0.205321	0.241165	0.14863
FBgn0022027	head	hs	0.06202	1.40314	1.46516	0.04233
FBgn0033316	head	hs	0.029781	2.074042	2.103823	0.014155
FBgn0001285	head	hs	0.33249	2.318045	2.650536	0.125443
FBgn0033321	head	hs	0.246367	1.868398	2.114765	0.116498
FBgn0005695	head	hs	0.023235	1.650944	1.674179	0.013878
FBgn0027585	head	hs	0.047668	0.360244	0.407912	0.116858
FBgn0040777	head	hs	0.00925	0.149585	0.158835	0.058239
FBgn0033320	head	hs	0.096366	0.613474	0.70984	0.135757
FBgn0033317	head	hs	0.014397	0.874596	0.888993	0.016194
FBgn0033315	head	hs	0.289182	2.555263	2.844445	0.101666
FBgn0033309	head	hs	0.021006	0.961851	0.982857	0.021372
FBgn0033302	head	hs	0.084933	2.597579	2.682512	0.031662
FBgn0028836	head	hs	0	0.461497	0.461498	1e-06
FBgn0014469	head	hs	0.111014	0.506262	0.617276	0.179845
FBgn0015034	head	hs	0.31772	2.311043	2.628762	0.120863
FBgn0050359	head	hs	0.083345	0.432762	0.516108	0.161488
FBgn0050361	head	hs	0.017917	0.704803	0.72272	0.024791
FBgn0033289	head	hs	0.009742	0.882481	0.892223	0.010919
FBgn0028563	head	hs	0.08971	1.788298	1.878008	0.047769
FBgn0033259	head	hs	0.079807	1.991376	2.071183	0.038532
FBgn0033261	head	hs	0.128418	1.705807	1.834225	0.070012
FBgn0033266	head	hs	0.050651	1.897182	1.947833	0.026004
FBgn0005648	head	hs	0.032408	1.133252	1.165659	0.027802
FBgn0021995	head	hs	0.099324	1.439882	1.539206	0.064529
FBgn0033273	head	hs	1e-06	1.275156	1.275157	1e-06
FBgn0053087	head	hs	0.410978	0.24627	0.657248	0.625302
FBgn0013726	head	hs	0.020111	0.562452	0.582563	0.034522
FBgn0033274	head	hs	0.233094	1.38217	1.615265	0.144307
FBgn0033272	head	hs	0.040403	1.12003	1.160433	0.034817
FBgn0033268	head	hs	0.213264	0.40546	0.618724	0.344684
FBgn0033260	head	hs	1e-06	0.842842	0.842843	1e-06
FBgn0025469	head	hs	0.200774	1.590044	1.790818	0.112113
FBgn0021814	head	hs	0.107712	0.763757	0.871469	0.123598
FBgn0040778	head	hs	2e-06	1.979127	1.979129	1e-06
FBgn0033252	head	hs	0.000159	0.810783	0.810943	0.000196
FBgn0033221	head	hs	3e-06	2.326445	2.326448	1e-06
FBgn0003317	head	hs	0.035672	0.87024	0.905911	0.039376
FBgn0033226	head	hs	1e-06	0.524986	0.524986	1e-06
FBgn0040780	head	hs	0.100003	1.492559	1.592563	0.062794
FBgn0050377	head	hs	0.121262	1.512322	1.633585	0.074231
FBgn0015509	head	hs	0.172023	1.095612	1.267634	0.135704
FBgn0026722	head	hs	1e-06	0.894201	0.894202	1e-06
FBgn0027548	head	hs	2e-06	2.19077	2.190772	1e-06
FBgn0027054	head	hs	0.005419	1.027566	1.032985	0.005246
FBgn0013307	head	hs	0.482788	0.757023	1.239811	0.389404
FBgn0033249	head	hs	0.045293	1.20265	1.247943	0.036294
FBgn0033246	head	hs	0.075407	0.1747	0.250107	0.301499
FBgn0033241	head	hs	0.055635	2.351836	2.407471	0.023109
FBgn0033236	head	hs	0.031704	0.519149	0.550853	0.057555
FBgn0033235	head	hs	0.065708	1.314002	1.37971	0.047625
FBgn0023171	head	hs	2e-06	1.713572	1.713573	1e-06
FBgn0026393	head	hs	0.260818	1.816346	2.077164	0.125565
FBgn0033232	head	hs	0.00118	1.162591	1.163771	0.001014
