Gene	Tissue	Condition	V(G)	V(e)	Vp	h2
FBgn0013756	head	ctrl	0.01046	0.686655	0.697115	0.015005
FBgn0033668	head	ctrl	1e-06	0.913976	0.913977	1e-06
FBgn0026573	head	ctrl	0.000104	1.110224	1.110329	9.4e-05
FBgn0033673	head	ctrl	1e-06	1.171469	1.17147	1e-06
FBgn0011704	head	ctrl	1e-06	1.477436	1.477437	1e-06
FBgn0053145	head	ctrl	0.429151	0.864106	1.293257	0.331837
FBgn0033669	head	ctrl	1e-06	0.527199	0.5272	1e-06
FBgn0033663	head	ctrl	0.013184	0.218721	0.231906	0.056853
FBgn0033661	head	ctrl	1e-06	1.156118	1.156119	1e-06
FBgn0033654	head	ctrl	0.007854	0.834441	0.842295	0.009325
FBgn0040491	head	ctrl	0.022303	0.926347	0.94865	0.023511
FBgn0062449	head	ctrl	0.099642	0.686152	0.785794	0.126804
FBgn0033649	head	ctrl	0.079009	0.48423	0.563239	0.140276
FBgn0010516	head	ctrl	0.047115	0.111801	0.158916	0.296477
FBgn0044020	head	ctrl	0.049773	0.409758	0.459531	0.108312
FBgn0033639	head	ctrl	0.011375	0.232393	0.243768	0.046663
FBgn0033638	head	ctrl	0.042189	0.269043	0.311231	0.135554
FBgn0033636	head	ctrl	0	0.28036	0.28036	1e-06
FBgn0003396	head	ctrl	0	0.258267	0.258267	1e-06
FBgn0037084	head	ctrl	0	0.200463	0.200463	1e-06
FBgn0033584	head	ctrl	0.130393	1.507489	1.637883	0.079611
FBgn0033602	head	ctrl	0.329891	0.586501	0.916392	0.359989
FBgn0033608	head	ctrl	0.001985	0.169269	0.171254	0.011592
FBgn0050033	head	ctrl	0.531064	1.589876	2.12094	0.250391
FBgn0033616	head	ctrl	0.10615	1.231265	1.337416	0.07937
FBgn0024188	head	ctrl	0.01766	0.350339	0.367999	0.04799
FBgn0033627	head	ctrl	0.043756	0.852464	0.89622	0.048823
FBgn0033635	head	ctrl	0.106219	1.097848	1.204067	0.088217
FBgn0000581	head	ctrl	0	0.332924	0.332924	1e-06
FBgn0082585	head	ctrl	0.028959	0.427561	0.45652	0.063433
FBgn0033629	head	ctrl	2e-06	1.89974	1.899742	1e-06
FBgn0021795	head	ctrl	0.02502	0.303752	0.328772	0.076102
FBgn0001276	head	ctrl	0.028092	0.711279	0.739371	0.037995
FBgn0033624	head	ctrl	0.009126	0.125901	0.135027	0.067589
FBgn0033609	head	ctrl	0	0.379577	0.379578	1e-06
FBgn0033605	head	ctrl	1e-06	0.624467	0.624468	1e-06
FBgn0033603	head	ctrl	0.077669	2.007911	2.08558	0.037241
FBgn0033593	head	ctrl	0.166792	0.351873	0.518664	0.321579
FBgn0050021	head	ctrl	0.006857	1.577799	1.584655	0.004327
FBgn0033579	head	ctrl	1.302975	1.417087	2.720062	0.479024
FBgn0040765	head	ctrl	0	0.45051	0.450511	1e-06
FBgn0033574	head	ctrl	0.823103	0.981276	1.804379	0.45617
FBgn0033544	head	ctrl	0.053196	0.070739	0.123934	0.429223
FBgn0033551	head	ctrl	0.035946	0.405766	0.441712	0.081378
FBgn0029134	head	ctrl	0.013737	0.147113	0.160849	0.085402
FBgn0033555	head	ctrl	0.244918	0.561368	0.806286	0.303761
FBgn0050020	head	ctrl	1e-06	1.138383	1.138384	1e-06
FBgn0033571	head	ctrl	0.003939	0.663793	0.667732	0.005899
FBgn0033570	head	ctrl	0.001561	0.156003	0.157564	0.009907
FBgn0010356	head	ctrl	0.238376	1.003939	1.242314	0.19188
FBgn0050015	head	ctrl	0.035807	0.282899	0.318706	0.112351
FBgn0027525	head	ctrl	0.038372	0.071858	0.110231	0.34811
FBgn0033556	head	ctrl	0.000589	0.414724	0.415313	0.001418
FBgn0027499	head	ctrl	0.048258	0.430525	0.478783	0.100793
FBgn0053144	head	ctrl	0.048488	0.265623	0.314111	0.154365
FBgn0024956	head	ctrl	0.078828	0.85762	0.936448	0.084177
FBgn0033543	head	ctrl	0.090852	0.368155	0.459006	0.197931
FBgn0005586	head	ctrl	0.010158	0.18474	0.194897	0.052117
FBgn0033518	head	ctrl	0.853852	1.318178	2.172029	0.393112
FBgn0033520	head	ctrl	0.793964	0.891868	1.685832	0.470963
FBgn0001122	head	ctrl	0.001014	0.151087	0.152101	0.006664
FBgn0033529	head	ctrl	0.008354	0.191666	0.20002	0.041767
FBgn0033528	head	ctrl	1e-06	0.84112	0.841121	1e-06
FBgn0033523	head	ctrl	0.087101	0.344638	0.431739	0.201745
FBgn0033521	head	ctrl	2.342723	1.162864	3.505586	0.668283
FBgn0033519	head	ctrl	0.634946	1.730048	2.364994	0.268477
FBgn0005619	head	ctrl	0.139861	0.282434	0.422295	0.331193
FBgn0033500	head	ctrl	1e-06	1.228381	1.228382	1e-06
FBgn0033504	head	ctrl	0.021468	0.138755	0.160223	0.133989
FBgn0033507	head	ctrl	0.034729	1.546336	1.581065	0.021966
FBgn0026403	head	ctrl	0.473363	0.539561	1.012923	0.467323
FBgn0028426	head	ctrl	0.256941	1.093171	1.350111	0.190311
FBgn0000448	head	ctrl	0.021343	0.340264	0.361607	0.059023
FBgn0033494	head	ctrl	0.133281	0.505145	0.638426	0.208765
FBgn0033454	head	ctrl	0.135828	1.120184	1.256013	0.108143
FBgn0000715	head	ctrl	0.031602	1.168896	1.200498	0.026324
FBgn0033465	head	ctrl	0	0.246203	0.246203	1e-06
FBgn0027619	head	ctrl	0.028711	0.123451	0.152162	0.188686
FBgn0033471	head	ctrl	1e-06	1.427994	1.427995	1e-06
FBgn0040773	head	ctrl	0.005676	0.100368	0.106044	0.053523
FBgn0033480	head	ctrl	0.012899	0.550464	0.563363	0.022897
FBgn0033483	head	ctrl	0.010944	0.555876	0.56682	0.019308
FBgn0033484	head	ctrl	0.025919	0.196879	0.222798	0.116334
FBgn0001291	head	ctrl	0.033692	0.955831	0.989523	0.034049
FBgn0003071	head	ctrl	0.006139	0.120494	0.126633	0.048477
FBgn0033486	head	ctrl	0.002768	0.445708	0.448476	0.006172
FBgn0010531	head	ctrl	1e-06	1.081301	1.081302	1e-06
FBgn0033485	head	ctrl	2e-06	1.469712	1.469713	1e-06
FBgn0033482	head	ctrl	0.081193	1.044191	1.125384	0.072147
FBgn0013435	head	ctrl	1e-06	1.107932	1.107933	1e-06
FBgn0033476	head	ctrl	0.021634	0.196613	0.218247	0.099128
FBgn0022382	head	ctrl	0.019543	0.214009	0.233552	0.083679
FBgn0033468	head	ctrl	0.035966	0.761895	0.797862	0.045079
FBgn0033467	head	ctrl	0.112491	1.645898	1.758389	0.063974
FBgn0011656	head	ctrl	0.007441	0.290933	0.298374	0.024938
FBgn0033464	head	ctrl	0.097395	0.644032	0.741426	0.131361
FBgn0033463	head	ctrl	0	0.283759	0.283759	1e-06
FBgn0033460	head	ctrl	0	0.295116	0.295117	1e-06
FBgn0011241	head	ctrl	0.00318	1.19698	1.20016	0.00265
FBgn0027580	head	ctrl	0.054743	0.140664	0.195407	0.280148
FBgn0050000	head	ctrl	0.178831	0.616216	0.795047	0.224931
FBgn0260474	head	ctrl	0.282651	0.761989	1.04464	0.270573
FBgn0033439	head	ctrl	0.535006	1.689152	2.224158	0.240543
FBgn0005614	head	ctrl	0.287038	0.151306	0.438344	0.654824
FBgn0033448	head	ctrl	0.075944	0.547433	0.623378	0.121827
FBgn0033446	head	ctrl	0.055567	0.110587	0.166154	0.33443
FBgn0023143	head	ctrl	0.028698	0.174063	0.202761	0.141538
FBgn0033438	head	ctrl	0.094272	1.145863	1.240135	0.076017
FBgn0033437	head	ctrl	0.12476	1.515203	1.639963	0.076075
FBgn0041087	head	ctrl	0.572988	0.896607	1.469595	0.389895
FBgn0033413	head	ctrl	0.013776	0.137572	0.151348	0.091021
FBgn0017558	head	ctrl	0.024704	0.083908	0.108612	0.227451
FBgn0033426	head	ctrl	0.079589	1.187959	1.267548	0.06279
FBgn0033428	head	ctrl	0.070774	0.379056	0.44983	0.157336
FBgn0025286	head	ctrl	0.047591	0.166524	0.214115	0.222268
FBgn0033434	head	ctrl	0	0.336569	0.33657	1e-06
FBgn0033429	head	ctrl	0.015793	1.357498	1.373291	0.0115
FBgn0033421	head	ctrl	0.12752	0.575731	0.703251	0.181329
FBgn0029092	head	ctrl	0.013141	0.1577	0.170841	0.07692
FBgn0016078	head	ctrl	0.053203	0.468444	0.521647	0.101991
FBgn0028473	head	ctrl	0.117768	0.142512	0.26028	0.452465
FBgn0033405	head	ctrl	0.091224	1.621259	1.712483	0.05327
FBgn0011746	head	ctrl	1e-06	0.95529	0.955291	1e-06
FBgn0010220	head	ctrl	0.075229	1.099468	1.174696	0.064041
FBgn0033376	head	ctrl	0.035954	1.08562	1.121574	0.032057
FBgn0015838	head	ctrl	0.044411	0.719438	0.763849	0.058141
FBgn0033378	head	ctrl	2e-06	1.462907	1.462909	1e-06
FBgn0003612	head	ctrl	0.004754	0.484388	0.489142	0.00972
FBgn0033381	head	ctrl	0.01339	0.7941	0.80749	0.016582
FBgn0033382	head	ctrl	0.026348	0.362084	0.388431	0.067831
FBgn0050342	head	ctrl	7.1e-05	0.895977	0.896048	8e-05
FBgn0050344	head	ctrl	0	0.388176	0.388177	1e-06
FBgn0028408	head	ctrl	0.110059	0.523519	0.633578	0.173711
FBgn0033402	head	ctrl	0.031026	0.365641	0.396667	0.078217
FBgn0020621	head	ctrl	0.13365	0.351225	0.484875	0.275638
FBgn0033392	head	ctrl	1e-06	1.330338	1.330339	1e-06
FBgn0015477	head	ctrl	0.022527	0.483709	0.506237	0.044499
FBgn0033387	head	ctrl	0.339449	0.66142	1.000869	0.339154
FBgn0027561	head	ctrl	0.062776	0.254285	0.317061	0.197995
FBgn0033379	head	ctrl	2e-06	1.455605	1.455606	1e-06
FBgn0033377	head	ctrl	0.020253	0.538073	0.558326	0.036274
FBgn0033375	head	ctrl	0.144876	1.36263	1.507506	0.096103
FBgn0033373	head	ctrl	0.070672	0.55602	0.626692	0.112769
FBgn0024189	head	ctrl	0.00628	0.939963	0.946242	0.006636
FBgn0011286	head	ctrl	0.027683	0.403811	0.431494	0.064156
FBgn0021825	head	ctrl	0	0.23433	0.23433	1e-06
FBgn0033339	head	ctrl	1e-06	0.810285	0.810286	1e-06
FBgn0033340	head	ctrl	0.048231	1.206692	1.254923	0.038433
FBgn0004921	head	ctrl	0.021805	0.058862	0.080667	0.270312
FBgn0050349	head	ctrl	1e-06	0.765996	0.765997	1e-06
FBgn0033349	head	ctrl	0.014178	0.455838	0.470015	0.030164
FBgn0033350	head	ctrl	0	0.373344	0.373345	1e-06
FBgn0033352	head	ctrl	0.005611	0.42897	0.434581	0.01291
FBgn0033357	head	ctrl	0.047007	0.203762	0.250769	0.187453
FBgn0011300	head	ctrl	0.01203	0.258898	0.270928	0.044403
FBgn0033368	head	ctrl	1e-06	0.594951	0.594951	1e-06
FBgn0033367	head	ctrl	0.21383	0.922939	1.136769	0.188104
FBgn0033366	head	ctrl	0.207657	0.446331	0.653988	0.317524
FBgn0033365	head	ctrl	0.573977	2.127258	2.701235	0.212487
FBgn0033358	head	ctrl	0.040668	0.237307	0.277975	0.146301
FBgn0027607	head	ctrl	0	0.205959	0.205959	1e-06
FBgn0033351	head	ctrl	0.016673	0.537363	0.554036	0.030095
FBgn0033347	head	ctrl	0.017006	0.769389	0.786395	0.021625
FBgn0003074	head	ctrl	0.065204	0.113711	0.178915	0.364441
FBgn0033341	head	ctrl	0.019968	1.356524	1.376492	0.014507
FBgn0033337	head	ctrl	0.172828	1.285486	1.458314	0.118512
FBgn0053199	head	ctrl	0.054166	0.491291	0.545457	0.099304
FBgn0033304	head	ctrl	0.186291	0.239707	0.425997	0.437304
FBgn0033313	head	ctrl	0.028813	0.14612	0.174932	0.164708
FBgn0022027	head	ctrl	0.098929	0.549612	0.64854	0.15254
FBgn0033316	head	ctrl	0.056434	1.185745	1.242179	0.045432
FBgn0001285	head	ctrl	0.790155	1.120569	1.910725	0.413537
FBgn0033321	head	ctrl	0.301038	0.876689	1.177727	0.25561
FBgn0005695	head	ctrl	1e-06	1.116693	1.116694	1e-06
FBgn0027585	head	ctrl	0.070576	0.297651	0.368227	0.191664
FBgn0040777	head	ctrl	0.006567	0.070835	0.077403	0.084846
FBgn0033320	head	ctrl	0.071523	0.32975	0.401273	0.17824
FBgn0033317	head	ctrl	0.043424	0.37022	0.413644	0.104978
FBgn0033315	head	ctrl	0.204349	1.653822	1.858171	0.109973
FBgn0033309	head	ctrl	1e-06	0.555673	0.555673	1e-06
FBgn0033302	head	ctrl	0.164994	1.577341	1.742335	0.094697
FBgn0028836	head	ctrl	0.014306	0.354412	0.368718	0.0388
FBgn0014469	head	ctrl	0.095645	0.197931	0.293576	0.325793
FBgn0015034	head	ctrl	0.510206	1.207195	1.717401	0.29708
FBgn0050359	head	ctrl	0.076243	0.230023	0.306265	0.248943
FBgn0050361	head	ctrl	1e-06	1.075449	1.07545	1e-06
FBgn0033289	head	ctrl	0.130696	0.824387	0.955083	0.136842
FBgn0028563	head	ctrl	1e-06	1.206206	1.206207	1e-06
FBgn0033259	head	ctrl	0.031991	1.214597	1.246588	0.025663
FBgn0033261	head	ctrl	0.045564	0.709079	0.754642	0.060378
FBgn0033266	head	ctrl	1e-06	1.403822	1.403824	1e-06
FBgn0005648	head	ctrl	0.01426	0.509776	0.524036	0.027211
FBgn0021995	head	ctrl	0.124556	0.693398	0.817955	0.152278
FBgn0033273	head	ctrl	0.014168	0.688258	0.702425	0.02017
FBgn0053087	head	ctrl	0.459372	0.200528	0.6599	0.696124
FBgn0013726	head	ctrl	0.006044	0.275794	0.281838	0.021445
FBgn0033274	head	ctrl	0.143814	0.768189	0.912003	0.157691
FBgn0033272	head	ctrl	0.006191	0.46458	0.470771	0.01315
FBgn0033268	head	ctrl	0.176377	0.2727	0.449078	0.392754
FBgn0033260	head	ctrl	1e-06	0.476459	0.476459	1e-06
FBgn0025469	head	ctrl	1e-06	0.897495	0.897496	1e-06
FBgn0021814	head	ctrl	0.008263	0.296262	0.304525	0.027133
FBgn0040778	head	ctrl	0.157096	1.296814	1.45391	0.10805
FBgn0033252	head	ctrl	1e-06	0.894753	0.894754	1e-06
FBgn0033221	head	ctrl	0.134745	1.565708	1.700453	0.079241
FBgn0003317	head	ctrl	0.027582	0.498084	0.525667	0.052471
FBgn0033226	head	ctrl	0.014134	0.305129	0.319263	0.04427
FBgn0040780	head	ctrl	0.077818	0.790796	0.868614	0.089589
FBgn0050377	head	ctrl	2e-06	1.960938	1.96094	1e-06
FBgn0015509	head	ctrl	0.00164	0.644238	0.645878	0.002539
FBgn0026722	head	ctrl	0.03671	0.543213	0.579923	0.063301
FBgn0027548	head	ctrl	2e-06	1.896994	1.896995	1e-06
FBgn0027054	head	ctrl	0.041424	0.494419	0.535844	0.077307
FBgn0013307	head	ctrl	0.400055	0.394665	0.79472	0.503391
FBgn0033249	head	ctrl	0.053718	0.583666	0.637384	0.084278
FBgn0033246	head	ctrl	0.13154	0.148564	0.280104	0.469611
FBgn0033241	head	ctrl	0.005865	1.463606	1.469471	0.003991
FBgn0033236	head	ctrl	0.014389	0.35807	0.372459	0.038633
FBgn0033235	head	ctrl	0.050847	0.616536	0.667383	0.076188
FBgn0023171	head	ctrl	1e-06	1.056115	1.056116	1e-06
FBgn0026393	head	ctrl	0.136629	0.910911	1.04754	0.130429
FBgn0033232	head	ctrl	0	0.478632	0.478633	1e-06
FBgn0029093	head	ctrl	0.015012	0.064367	0.079378	0.189115
FBgn0033225	head	ctrl	0.078971	0.702997	0.781968	0.10099
FBgn0033224	head	ctrl	0.134382	1.425362	1.559743	0.086156
FBgn0033192	head	ctrl	0.04277	0.475996	0.518765	0.082445
FBgn0033194	head	ctrl	2e-06	1.449692	1.449693	1e-06
FBgn0050491	head	ctrl	0.006399	0.838131	0.84453	0.007577
FBgn0050495	head	ctrl	1e-06	1.308182	1.308183	1e-06
FBgn0033204	head	ctrl	0.521637	0.778395	1.300032	0.401249
FBgn0033209	head	ctrl	0	0.340368	0.340368	1e-06
FBgn0050493	head	ctrl	0.079477	0.657296	0.736773	0.107872
FBgn0033214	head	ctrl	0.388371	1.35964	1.74801	0.222179
FBgn0015614	head	ctrl	0.045959	0.147756	0.193715	0.23725
FBgn0042135	head	ctrl	0.151427	0.101473	0.2529	0.598762
FBgn0033212	head	ctrl	0.002486	0.475718	0.478204	0.005199
FBgn0033210	head	ctrl	0.108862	1.428773	1.537635	0.070798
FBgn0033208	head	ctrl	1e-06	0.534674	0.534675	1e-06
FBgn0033196	head	ctrl	0.139579	0.259025	0.398604	0.35017
FBgn0004133	head	ctrl	1.996235	0.658287	2.654522	0.752013
FBgn0004132	head	ctrl	0.046554	0.262218	0.308772	0.150772
FBgn0050499	head	ctrl	0.084841	0.685943	0.770784	0.110071
FBgn0033191	head	ctrl	0.055112	1.131514	1.186626	0.046444
FBgn0033188	head	ctrl	0.087256	0.160068	0.247324	0.352802
FBgn0003174	head	ctrl	2e-06	1.695122	1.695124	1e-06
FBgn0003460	head	ctrl	0.114882	0.775325	0.890207	0.129051
FBgn0033169	head	ctrl	0.046935	1.143703	1.190638	0.03942
FBgn0033178	head	ctrl	0.002768	0.817815	0.820583	0.003373
FBgn0033184	head	ctrl	1e-06	1.203799	1.2038	1e-06
FBgn0033183	head	ctrl	0	0.372136	0.372137	1e-06
FBgn0010548	head	ctrl	0.006261	0.163734	0.169995	0.036829
FBgn0033179	head	ctrl	0.027409	0.343081	0.37049	0.073979
FBgn0033177	head	ctrl	0.121538	0.855716	0.977254	0.124367
FBgn0050502	head	ctrl	0.095384	1.624989	1.720373	0.055444
FBgn0033166	head	ctrl	0.008788	0.31735	0.326138	0.026947
FBgn0000352	head	ctrl	0.078091	0.938701	1.016793	0.076802
FBgn0033159	head	ctrl	0	0.42657	0.42657	1e-06
FBgn0033127	head	ctrl	0.089157	0.186034	0.275191	0.323983
FBgn0033128	head	ctrl	0.368942	0.435757	0.804699	0.458484
FBgn0033129	head	ctrl	0.097101	0.942472	1.039572	0.093404
FBgn0033130	head	ctrl	0.256917	0.535305	0.792222	0.3243
FBgn0033132	head	ctrl	0.03195	0.935493	0.967443	0.033025
FBgn0033133	head	ctrl	0.315517	0.580411	0.895928	0.352168
FBgn0033134	head	ctrl	0.127046	0.202678	0.329725	0.385311
FBgn0016032	head	ctrl	0.002307	0.472822	0.475128	0.004855
FBgn0033135	head	ctrl	0.224824	1.305051	1.529875	0.146956
FBgn0003090	head	ctrl	0.020732	0.850687	0.871419	0.023792
FBgn0033153	head	ctrl	1e-06	1.165814	1.165815	1e-06
FBgn0026602	head	ctrl	0.200231	0.661797	0.862028	0.232279
FBgn0015039	head	ctrl	0.07063	0.280058	0.350687	0.201403
FBgn0015038	head	ctrl	0.13127	1.209429	1.340698	0.097911
FBgn0027558	head	ctrl	0.048179	0.7524	0.800579	0.06018
FBgn0016126	head	ctrl	0.018731	0.120391	0.139121	0.134635
FBgn0040324	head	ctrl	0.005341	0.280908	0.286249	0.01866
FBgn0039911	head	ctrl	0.028419	0.212709	0.241128	0.117859
FBgn0024728	head	ctrl	0	0.264394	0.264394	1e-06
FBgn0039920	head	ctrl	0	0.270023	0.270023	1e-06
FBgn0026199	head	ctrl	0.037599	0.351745	0.389343	0.09657
FBgn0039916	head	ctrl	0.036356	0.522687	0.559042	0.065032
FBgn0028996	head	ctrl	0.105112	0.313652	0.418764	0.251005
FBgn0039909	head	ctrl	0.012762	0.128082	0.140844	0.090609
FBgn0026869	head	ctrl	0.008278	0.340996	0.349274	0.023701
FBgn0039908	head	ctrl	0	0.417827	0.417827	1e-06
FBgn0026262	head	ctrl	0.022279	0.236799	0.259077	0.085992
FBgn0039907	head	ctrl	0.029545	0.228522	0.258067	0.114487
FBgn0024811	head	ctrl	0.008488	0.21245	0.220939	0.038419
FBgn0039896	head	ctrl	0.097977	0.972363	1.070341	0.091538
FBgn0039897	head	ctrl	0.047707	0.35132	0.399027	0.119558
FBgn0026777	head	ctrl	0.001281	0.184147	0.185428	0.006907
FBgn0052850	head	ctrl	0.014637	0.414535	0.429172	0.034106
FBgn0039904	head	ctrl	0.024576	0.212737	0.237312	0.103559
FBgn0039902	head	ctrl	0	0.202783	0.202783	1e-06
FBgn0042696	head	ctrl	0.026951	0.287647	0.314598	0.085668
FBgn0053481	head	ctrl	0.038311	0.260528	0.298839	0.128201
FBgn0051999	head	ctrl	0.043844	0.419501	0.463345	0.094625
FBgn0051998	head	ctrl	0.001035	0.30798	0.309014	0.003348
FBgn0039890	head	ctrl	0.013287	0.219772	0.23306	0.057012
FBgn0039889	head	ctrl	0	0.171823	0.171823	1e-06
FBgn0051997	head	ctrl	0.039424	0.231417	0.270841	0.14556
FBgn0011747	head	ctrl	0.042852	0.192139	0.234992	0.182357
FBgn0017545	head	ctrl	0.048345	0.083508	0.131853	0.36666
FBgn0004859	head	ctrl	0.049882	0.690488	0.74037	0.067375
FBgn0025740	head	ctrl	1e-06	0.634161	0.634162	1e-06
FBgn0019985	head	ctrl	1e-06	0.5729	0.572901	1e-06
FBgn0019650	head	ctrl	0.014356	0.251386	0.265742	0.054024
FBgn0010217	head	ctrl	0.00611	0.065957	0.072067	0.084779
FBgn0013749	head	ctrl	0.00271	0.174435	0.177145	0.0153
FBgn0002521	head	ctrl	0.012105	0.466233	0.478338	0.025307
FBgn0052017	head	ctrl	0.01611	0.432695	0.448805	0.035895
FBgn0039928	head	ctrl	0.014459	0.132714	0.147173	0.098242
FBgn0024913	head	ctrl	0.049229	0.270264	0.319493	0.154086
FBgn0011642	head	ctrl	0	0.179137	0.179137	1e-06
FBgn0039929	head	ctrl	0	0.228605	0.228605	1e-06
FBgn0039932	head	ctrl	10.980827	0.441391	11.422218	0.961357
FBgn0052016	head	ctrl	0	0.35823	0.35823	1e-06
FBgn0023213	head	ctrl	0.014143	0.134396	0.148539	0.095215
FBgn0039936	head	ctrl	0	0.143682	0.143682	1e-06
FBgn0039938	head	ctrl	0.015658	0.248866	0.264524	0.059193
FBgn0039923	head	ctrl	0.009545	0.322796	0.332341	0.02872
FBgn0024698	head	ctrl	0.004266	1.331958	1.336223	0.003192
FBgn0010473	head	ctrl	0.012722	0.161802	0.174524	0.072893
FBgn0003386	head	ctrl	0	0.304409	0.30441	1e-06
FBgn0051481	head	ctrl	0.016463	1.436811	1.453274	0.011328
FBgn0010453	head	ctrl	1e-06	0.97835	0.978351	1e-06
FBgn0014342	head	ctrl	0.195654	1.169523	1.365177	0.143318
FBgn0032721	head	ctrl	0.091883	0.394928	0.486811	0.188745
FBgn0036290	head	ctrl	1.008068	1.018034	2.026102	0.497541
FBgn0002565	head	ctrl	4.169737	2.099368	6.269106	0.665125
FBgn0025885	head	ctrl	0.198177	0.077962	0.276139	0.717672
FBgn0038282	head	ctrl	0.031549	0.357695	0.389244	0.081051
FBgn0016047	head	ctrl	1e-06	1.173491	1.173492	1e-06
FBgn0030151	head	ctrl	0.058158	0.249148	0.307306	0.189251
FBgn0039817	head	ctrl	0.620559	1.136671	1.75723	0.353146
FBgn0003141	head	ctrl	0.05873	0.256103	0.314833	0.186542
FBgn0036039	head	ctrl	0.026552	0.942999	0.969551	0.027385
FBgn0038535	head	ctrl	0.253103	0.306433	0.559535	0.452344
FBgn0050489	head	ctrl	0.940309	1.590279	2.530588	0.371577
FBgn0000109	head	ctrl	0.244269	0.622115	0.866384	0.281941
FBgn0039757	head	ctrl	0.072847	0.196664	0.269511	0.270292
FBgn0003892	head	ctrl	1e-06	1.436417	1.436418	1e-06
FBgn0005278	head	ctrl	0.028012	0.152486	0.180497	0.155191
FBgn0052000	head	ctrl	0.020938	0.172487	0.193424	0.108247
FBgn0021760	head	ctrl	0.05879	0.415844	0.474634	0.123864
FBgn0067783	head	ctrl	0.166078	0.619209	0.785287	0.211487
FBgn0035981	head	ctrl	1e-06	0.924693	0.924694	1e-06
FBgn0001098	head	ctrl	0.033396	0.116171	0.149566	0.223282
FBgn0017418	head	ctrl	0.000727	0.220259	0.220985	0.003288
FBgn0002921	head	ctrl	0.007484	0.142801	0.150285	0.049801
FBgn0000083	head	ctrl	0.118836	0.182493	0.30133	0.394373
FBgn0011672	head	ctrl	0.007377	0.259908	0.267285	0.027599
FBgn0036544	head	ctrl	0.326885	0.397006	0.723892	0.451567
FBgn0034275	head	ctrl	1e-06	0.99887	0.998871	1e-06
FBgn0027572	head	ctrl	0.0433	0.179853	0.223153	0.194037
FBgn0028744	head	ctrl	1e-06	1.006473	1.006474	1e-06
FBgn0028743	head	ctrl	0.022359	0.238827	0.261186	0.085606
FBgn0034277	head	ctrl	0.035893	0.333061	0.368954	0.097283
FBgn0035917	head	ctrl	0.024372	0.431885	0.456258	0.053418
FBgn0036101	head	ctrl	0.058367	0.56811	0.626477	0.093167
FBgn0032388	head	ctrl	0.07199	1.176112	1.248102	0.057679
FBgn0030892	head	ctrl	0.041298	0.622269	0.663568	0.062237
FBgn0036790	head	ctrl	0.227324	1.45558	1.682904	0.135078
FBgn0010424	head	ctrl	0.071054	1.411977	1.483031	0.047912
FBgn0036911	head	ctrl	0.017495	0.368674	0.38617	0.045305
FBgn0036900	head	ctrl	0.053684	0.574934	0.628618	0.0854
FBgn0015721	head	ctrl	0.022336	1.332848	1.355184	0.016482
FBgn0053493	head	ctrl	0.212375	0.372442	0.584817	0.363147
FBgn0053494	head	ctrl	0.197038	0.300696	0.497734	0.395871
FBgn0040227	head	ctrl	0.023237	0.197004	0.220242	0.105508
FBgn0025790	head	ctrl	0.019411	0.233351	0.252762	0.076795
FBgn0032699	head	ctrl	0.143918	0.851601	0.995519	0.144565
FBgn0036302	head	ctrl	0.032648	0.420388	0.453037	0.072066
FBgn0031883	head	ctrl	0.017077	0.100214	0.117291	0.145595
FBgn0031835	head	ctrl	0.023408	0.293471	0.316879	0.07387
FBgn0031115	head	ctrl	0.020283	0.708732	0.729015	0.027823
FBgn0000286	head	ctrl	0.007748	0.229604	0.237352	0.032643
FBgn0028425	head	ctrl	0.177127	0.977397	1.154524	0.15342
FBgn0003380	head	ctrl	0.024359	0.172523	0.196882	0.123724
FBgn0037153	head	ctrl	0.026378	0.461647	0.488024	0.05405
FBgn0027780	head	ctrl	0.143465	0.975466	1.118931	0.128216
FBgn0003464	head	ctrl	0	0.301443	0.301443	1e-06
FBgn0023023	head	ctrl	0.016813	0.240764	0.257578	0.065275
FBgn0037222	head	ctrl	0.130183	1.029618	1.159801	0.112246
FBgn0037836	head	ctrl	0.213865	1.783243	1.997109	0.107088
FBgn0030657	head	ctrl	1e-06	0.77762	0.777621	1e-06
FBgn0043070	head	ctrl	0.010752	0.1008	0.111552	0.096386
FBgn0003118	head	ctrl	1e-06	0.737697	0.737698	1e-06
FBgn0004595	head	ctrl	0.015715	0.2031	0.218815	0.071818
FBgn0016038	head	ctrl	0.035171	0.34018	0.375351	0.093701
FBgn0033566	head	ctrl	1e-06	0.667797	0.667798	1e-06
FBgn0003189	head	ctrl	0.066205	1.177327	1.243532	0.05324
FBgn0032202	head	ctrl	0.011123	0.206426	0.217549	0.051129
FBgn0002773	head	ctrl	0.07121	0.29884	0.37005	0.192433
FBgn0031450	head	ctrl	0.070143	0.235118	0.305261	0.229781
FBgn0050423	head	ctrl	0.006605	0.152626	0.159231	0.041479
FBgn0051665	head	ctrl	0.040755	0.276047	0.316802	0.128644
FBgn0005666	head	ctrl	0.050649	0.352789	0.403438	0.125543
FBgn0052206	head	ctrl	0.048413	0.462092	0.510505	0.094834
FBgn0052442	head	ctrl	0.094221	1.119593	1.213813	0.077624
FBgn0023531	head	ctrl	1e-06	0.85026	0.850261	1e-06
FBgn0053170	head	ctrl	0.034364	0.484482	0.518846	0.066231
FBgn0053198	head	ctrl	1e-06	0.668803	0.668804	1e-06
