	Nested_Level	Block	Path	Direction	N_genes	Internal_degree	Average_internal_degree	Total_degree	Average_total_degree	Assortativity
194	2	12	12-7-3-1	decohere	393	1634.0	4.157760814249364	30048.0	76.45801526717557	0.012840203751192726
195	2	13	13-9-2-0	decohere	378	556.0	1.470899470899471	16378.0	43.32804232804233	0.008549439768061695
196	2	14	14-9-2-0	decohere	381	3132.0	8.220472440944881	41968.0	110.1522309711286	0.02132008584824672
197	2	15	15-10-0-0	decohere	382	8.0	0.020942408376963352	2183.0	5.714659685863874	2.5869128708488555e-05
198	2	16	16-0-0-0	decohere	133	6.0	0.045112781954887216	2202.0	16.55639097744361	-0.00011728399218712271
199	2	17	17-10-0-0	decohere	99	56.0	0.5656565656565656	8415.0	85.0	-0.003835120340172063
200	2	18	18-11-1-1	decohere	257	1174.0	4.5680933852140075	5016.0	19.51750972762646	0.07608870215891737
201	2	19	19-5-3-1	decohere	261	146.0	0.5593869731800766	3735.0	14.310344827586206	0.008302105196510628
202	2	20	20-8-3-1	decohere	306	3088.0	10.091503267973856	43717.0	142.86601307189542	0.002297315177119557
203	2	21	21-7-3-1	decohere	144	1504.0	10.444444444444445	35208.0	244.5	-0.03199092863793113
204	2	22	22-8-3-1	decohere	752	1058.0	1.4069148936170213	28874.0	38.39627659574468	-0.01839728510569834
205	2	23	23-10-0-0	decohere	177	60.0	0.3389830508474576	4876.0	27.548022598870055	0.0014771208475710131
206	2	24	24-11-1-1	decohere	410	74.0	0.18048780487804877	1752.0	4.273170731707317	0.004636964034338021
207	2	25	25-11-1-1	decohere	373	56.0	0.15013404825737264	2450.0	6.568364611260054	0.003114483665625936
208	2	26	26-10-0-0	decohere	338	112.0	0.33136094674556216	1897.0	5.612426035502959	0.007130392056752624
209	2	27	27-4-3-1	decohere	346	60.0	0.17341040462427745	5557.0	16.060693641618496	0.0007152590457891656
210	2	28	28-12-4-0	decohere	379	28.0	0.07387862796833773	1930.0	5.092348284960422	0.001479644204697809
211	2	29	29-2-1-1	decohere	190	1148.0	6.042105263157895	25260.0	132.94736842105263	0.008621257437148784
212	2	30	30-13-0-0	decohere	523	924.0	1.7667304015296368	21508.0	41.124282982791584	0.01240489140524684
213	2	31	31-12-4-0	decohere	330	18.0	0.05454545454545454	1379.0	4.178787878787879	0.0010040579766747914
214	2	32	32-12-4-0	decohere	370	20.0	0.05405405405405406	838.0	2.264864864864865	0.0012668895553635663
215	2	33	33-1-1-1	decohere	244	1182.0	4.844262295081967	19074.0	78.17213114754098	0.04031106631579598
216	2	34	34-2-1-1	decohere	94	772.0	8.212765957446809	39856.0	424.0	-0.11852773231065046
217	2	35	35-10-0-0	decohere	147	26.0	0.17687074829931973	1226.0	8.34013605442177	0.0015836731730383606
218	2	36	36-12-4-0	decohere	167	4.0	0.023952095808383235	502.0	3.0059880239520957	0.00024141574853016898
219	2	37	37-4-3-1	decohere	194	324.0	1.6701030927835052	7703.0	39.70618556701031	0.015380833092386076
220	2	38	38-5-3-1	decohere	141	6.0	0.0425531914893617	1098.0	7.787234042553192	0.0002733795589068415
221	2	39	39-5-3-1	decohere	106	28.0	0.2641509433962264	2990.0	28.20754716981132	0.0009204137063268049
222	2	40	40-7-3-1	decohere	60	292.0	4.866666666666666	19973.0	332.8833333333333	-0.023180621546486143
223	2	41	41-11-1-1	decohere	153	32.0	0.20915032679738563	1213.0	7.928104575163399	0.001989730682391959
224	3	0	0-0-0	decohere	711	192.0	0.270042194092827	8732.0	12.281293952180029	0.0015696399389339194
225	3	1	1-1-1	decohere	571	2436.0	4.266199649737303	27153.0	47.55341506129597	0.02813973202939413
226	3	2	2-1-1	decohere	392	13400.0	34.183673469387756	99701.0	254.33928571428572	-0.05554583307441453
227	3	3	3-2-0	decohere	723	2370.0	3.2780082987551866	47828.0	66.15214384508991	-0.02874760034718938
228	3	4	4-3-1	decohere	999	5262.0	5.267267267267267	44631.0	44.67567567567568	0.046511554089735986
229	3	5	5-3-1	decohere	625	460.0	0.736	8917.0	14.2672	0.007448058041615815
230	3	6	6-4-0	decohere	443	436.0	0.9841986455981941	15574.0	35.15575620767494	0.0010836622877812736
231	3	7	7-3-1	decohere	829	14122.0	17.034981905910737	94461.0	113.94571773220748	-0.0030289077381607426
232	3	8	8-3-1	decohere	1339	23856.0	17.81628080657207	117813.0	87.98581030619866	0.03753737794320677
233	3	9	9-2-0	decohere	1071	21728.0	20.287581699346404	105847.0	98.83006535947712	0.08559553523969836
234	3	10	10-0-0	decohere	1143	954.0	0.8346456692913385	18597.0	16.27034120734908	0.008978972905595682
235	3	11	11-1-1	decohere	1193	2118.0	1.7753562447611064	10431.0	8.743503772003352	0.04349025792130715
236	3	12	12-4-0	decohere	1246	196.0	0.15730337078651685	4649.0	3.731139646869984	0.0036119590051792503
237	3	13	13-0-0	decohere	523	924.0	1.7667304015296368	21508.0	41.124282982791584	0.004134963801748947
238	4	0	0-0	decohere	2377	5292.0	2.2263357172907026	48837.0	20.54564577198149	0.011832459322305491
239	4	1	1-1	decohere	2156	34736.0	16.1113172541744	137285.0	63.67578849721707	0.03691903737317459
240	4	2	2-0	decohere	1794	40310.0	22.46934225195095	153675.0	85.66053511705685	0.020574100857729004
241	4	3	3-1	decohere	3792	119036.0	31.391350210970465	265822.0	70.10073839662448	0.048973781795869684
242	4	4	4-0	decohere	1689	924.0	0.5470692717584369	20223.0	11.97335701598579	0.0021613185917059977
243	5	0	0	decohere	5860	77050.0	13.148464163822526	222735.0	38.00938566552901	-0.007096407679538448
244	5	1	1	decohere	5948	257422.0	43.278749159381306	403107.0	67.77185608607935	-0.007096407679538494
245	1	0	0-0-0-0-0	integrate	132	4.0	0.030303030303030304	1411.0	10.68939393939394	-0.0006255647650188055
246	1	1	1-1-1-1-1	integrate	126	16.0	0.12698412698412698	2317.0	18.38888888888889	0.0008359939669439258
247	1	2	2-1-1-1-1	integrate	46	32.0	0.6956521739130435	3195.0	69.45652173913044	0.002352391122627372
248	1	3	3-2-2-1-1	integrate	14	0.0	0.0	2587.0	184.78571428571428	-0.008608789984099273
