	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
2510	integrate	FBgn0003888	139	0.19769666434704475	27.47983634423922	169	24	11	1	1	1
2714	integrate	FBgn0004687	139	0.15784171450122703	21.939998315670557	90	37	4	3	1	1
1328	integrate	FBgn0052521	139	0.15699570685051362	21.82240325222139	90	37	4	3	1	1
4845	integrate	FBgn0260972	139	0.14935970392327141	20.760998845334726	48	21	7	3	1	1
5519	integrate	FBgn0038658	139	0.14419110575943775	20.042563700561846	172	1	1	1	1	1
4153	integrate	FBgn0039620	138	0.23211370625174674	32.03169146274105	55	25	11	1	1	1
3555	integrate	FBgn0037890	138	0.2142577115684931	29.567564196452047	29	23	10	0	0	0
521	integrate	FBgn0260441	138	0.1822866960657862	25.155564057078497	141	34	2	1	1	1
3485	integrate	FBgn0000064	138	0.16396853964547986	22.62765847107622	162	24	11	1	1	1
5861	integrate	FBgn0037409	138	0.15867702430800232	21.897429354504318	95	4	4	3	1	1
207	integrate	FBgn0040070	138	0.13035044488008704	17.98836139345201	94	12	7	3	1	1
5538	integrate	FBgn0037370	138	0.08906238634282684	12.290609315310105	96	22	8	3	1	1
2895	integrate	FBgn0031461	137	0.22189165997498844	30.399157416573416	113	41	11	1	1	1
782	integrate	FBgn0262699	137	0.21456567234664156	29.395497111489895	7	6	6	4	0	0
1057	integrate	FBgn0010316	137	0.1762391084661529	24.14475785986295	22	6	6	4	0	0
1330	integrate	FBgn0025286	137	0.15520554461497443	21.263159612251496	141	34	2	1	1	1
719	integrate	FBgn0014184	137	0.13305319232500504	18.22828734852569	156	37	4	3	1	1
6205	integrate	FBgn0037360	136	0.23861155712435653	32.45117176891249	65	15	10	0	0	0
211	integrate	FBgn0267428	136	0.17065013746777663	23.20841869561762	95	4	4	3	1	1
3298	integrate	FBgn0039207	136	0.12666387957153308	17.2262876217285	109	30	13	0	0	0
6509	integrate	FBgn0036134	136	0.12222672005052436	16.622833926871312	10	9	9	2	0	0
3777	integrate	FBgn0000299	135	0.21318060726821608	28.77938198120917	162	24	11	1	1	1
827	integrate	FBgn0030791	135	0.2119457018137251	28.612669744852887	19	16	0	0	0	0
6130	integrate	FBgn0031929	135	0.1850989475427065	24.98835791826538	154	19	5	3	1	1
2072	integrate	FBgn0000259	135	0.16076621055990356	21.70343842558698	58	13	9	2	0	0
33	integrate	FBgn0085265	135	0.14867268468221076	20.070812432098453	31	18	11	1	1	1
1281	integrate	FBgn0010341	135	0.14082650535554883	19.01157822299909	164	23	10	0	0	0
3260	integrate	FBgn0036767	135	0.11826610975187882	15.965924816503641	131	18	11	1	1	1
3790	integrate	FBgn0051821	134	0.2258272387444445	30.260849991755563	1	1	1	1	1	1
2527	integrate	FBgn0033519	134	0.22561697963329613	30.23267527086168	57	20	8	3	1	1
5891	integrate	FBgn0015568	134	0.22198248762234632	29.74565334139441	1	1	1	1	1	1
5701	integrate	FBgn0010611	134	0.11217224570313358	15.0310809242199	144	21	7	3	1	1
3906	integrate	FBgn0031401	133	0.224215334887116	29.82063953998643	85	22	8	3	1	1
4318	integrate	FBgn0043841	133	0.21569937500022535	28.68801687502997	162	24	11	1	1	1
6301	integrate	FBgn0264326	133	0.20238631770789176	26.917380255149602	19	16	0	0	0	0
508	integrate	FBgn0035205	133	0.17840792438878986	23.72825394370905	20	17	10	0	0	0
126	integrate	FBgn0033721	133	0.15378329231801474	20.45317787829596	70	19	5	3	1	1
1027	integrate	FBgn0259242	133	0.12928637071220414	17.19508730472315	5	4	4	3	1	1
6224	integrate	FBgn0058191	132	0.22764312446044513	30.048892428778757	42	0	0	0	0	0
2427	integrate	FBgn0013347	132	0.18686601904766767	24.666314514292132	157	7	7	3	1	1
1767	integrate	FBgn0029969	132	0.17857669091855088	23.57212320124872	14	12	7	3	1	1
3549	integrate	FBgn0263120	132	0.172666469783755	22.791974011455657	150	37	4	3	1	1
2724	integrate	FBgn0039870	132	0.16521863259986616	21.808859503182333	91	20	8	3	1	1
4253	integrate	FBgn0036992	132	0.15047946254721314	19.863289056232134	48	21	7	3	1	1
6386	integrate	FBgn0028697	132	0.14913805071179545	19.686222693957	141	34	2	1	1	1
335	integrate	FBgn0010348	132	0.13987328634071672	18.463273796974608	95	4	4	3	1	1
2184	integrate	FBgn0028473	132	0.13871116030246666	18.3098731599256	140	29	2	1	1	1
180	integrate	FBgn0051313	132	0.13496619543633043	17.815537797595617	83	33	1	1	1	1
1622	integrate	FBgn0026262	132	0.09736177131227973	12.851753813220924	10	9	9	2	0	0
4362	integrate	FBgn0004240	131	0.2567708007412315	33.636974897101325	23	19	5	3	1	1
4422	integrate	FBgn0025712	131	0.23107756968305943	30.271161628480783	23	19	5	3	1	1
146	integrate	FBgn0027783	131	0.22823579560535334	29.89888922430129	63	36	12	4	0	0
4286	integrate	FBgn0000289	131	0.19838867403342675	25.988916298378903	69	32	12	4	0	0
1936	integrate	FBgn0053002	131	0.19179700626177912	25.125407820293063	132	7	7	3	1	1
593	integrate	FBgn0037739	131	0.18794231951440024	24.62044385638643	20	17	10	0	0	0
2319	integrate	FBgn0031684	131	0.18269888353847033	23.933553743539612	174	2	2	1	1	1
380	integrate	FBgn0004432	131	0.16914131742196628	22.157512582277583	126	7	7	3	1	1
1871	integrate	FBgn0033448	131	0.16124344508546284	21.122891306195633	131	18	11	1	1	1
72	integrate	FBgn0005533	131	0.14485078903560897	18.975453363664776	54	34	2	1	1	1
3146	integrate	FBgn0036516	131	0.13596010044162343	17.81077315785267	96	22	8	3	1	1
421	integrate	FBgn0002645	131	0.11589054806880114	15.18166179701295	24	14	9	2	0	0
3595	integrate	FBgn0051249	130	0.23284502953672298	30.269853839773987	65	15	10	0	0	0
3242	integrate	FBgn0051116	130	0.23039776366544773	29.951709276508204	40	24	11	1	1	1
5470	integrate	FBgn0010382	130	0.20680856280270316	26.88511316435141	181	0	0	0	0	0
5467	integrate	FBgn0028734	130	0.18132172023051232	23.5718236299666	22	6	6	4	0	0
3430	integrate	FBgn0038738	130	0.17858888696094238	23.216555304922508	114	22	8	3	1	1
2374	integrate	FBgn0030160	130	0.1699396893092397	22.09215961020116	83	33	1	1	1	1
4972	integrate	FBgn0039714	130	0.16955871469743072	22.042632910665994	20	17	10	0	0	0
2877	integrate	FBgn0052479	130	0.1298407258338458	16.879294358399953	133	3	3	2	0	0
6483	integrate	FBgn0033781	130	0.10972298606896162	14.26398818896501	134	8	8	3	1	1
5617	integrate	FBgn0000173	130	0.10666320602063721	13.866216782682837	5	4	4	3	1	1
3610	integrate	FBgn0035965	129	0.24316270560534353	31.367989023089315	32	10	0	0	0	0
2154	integrate	FBgn0085638	129	0.20755206009130797	26.77421575177873	43	23	10	0	0	0
924	integrate	FBgn0025582	129	0.07398869867903977	9.544542129596131	67	12	7	3	1	1
4897	integrate	FBgn0030065	129	0.07258338501285799	9.363256666658682	5	4	4	3	1	1
6274	integrate	FBgn0030320	128	0.2198565126319945	28.141633616895295	110	32	12	4	0	0
5094	integrate	FBgn0263106	128	0.21463715815753304	27.47355624416423	79	6	6	4	0	0
6547	integrate	FBgn0037364	128	0.20463883613521835	26.19377102530795	107	36	12	4	0	0
5838	integrate	FBgn0000376	128	0.1992978834715815	25.510129084362433	19	16	0	0	0	0
1812	integrate	FBgn0264855	128	0.18726575734025191	23.970016939552245	22	6	6	4	0	0
4884	integrate	FBgn0022959	128	0.13128168403777785	16.804055556835564	128	14	9	2	0	0
3893	integrate	FBgn0260484	128	0.11483799175491528	14.699262944629156	128	14	9	2	0	0
3097	integrate	FBgn0035639	128	0.10850149865563882	13.88819182792177	102	22	8	3	1	1
515	integrate	FBgn0033504	127	0.21622826567368955	27.460989740558574	44	27	4	3	1	1
5111	integrate	FBgn0036752	127	0.20284676496286622	25.76153915028401	56	24	11	1	1	1
327	integrate	FBgn0010328	127	0.19367389294822435	24.59658440442449	22	6	6	4	0	0
3161	integrate	FBgn0031883	127	0.19263009623338057	24.464022221639333	85	22	8	3	1	1
5087	integrate	FBgn0033570	127	0.17275023168700923	21.939279424250174	174	2	2	1	1	1
4932	integrate	FBgn0261437	127	0.15861148554996124	20.143658664845077	91	20	8	3	1	1
3914	integrate	FBgn0035371	127	0.09171418004449264	11.647700865650565	24	14	9	2	0	0
2239	integrate	FBgn0025726	126	0.22696692816885985	28.59783294927634	135	30	13	0	0	0
199	integrate	FBgn0003655	126	0.17079214623539124	21.519810425659298	72	6	6	4	0	0
6441	integrate	FBgn0264090	126	0.12945266797061802	16.31103616429787	104	3	3	2	0	0
6215	integrate	FBgn0028688	126	0.11798917335167182	14.866635842310648	100	8	8	3	1	1
4751	integrate	FBgn0030670	126	0.11789924454719804	14.855304812946953	25	20	8	3	1	1
3928	integrate	FBgn0002778	126	0.05803936444849492	7.31295992051036	164	23	10	0	0	0
583	integrate	FBgn0032870	125	0.23790609950932304	29.73826243866538	19	16	0	0	0	0
1014	integrate	FBgn0032055	125	0.23606678093322603	29.508347616653253	138	19	5	3	1	1
5740	integrate	FBgn0025455	125	0.2113262231425595	26.41577789281994	118	31	12	4	0	0
4586	integrate	FBgn0037351	125	0.13823366607452103	17.27920825931513	54	34	2	1	1	1
4052	integrate	FBgn0035726	125	0.12977096312813832	16.22137039101729	9	8	8	3	1	1
5523	integrate	FBgn0030584	125	0.10626457605856782	13.283072007320976	157	7	7	3	1	1
5745	integrate	FBgn0037566	125	0.08351899768094379	10.439874710117973	102	22	8	3	1	1
921	integrate	FBgn0035400	124	0.2524646394133133	31.30561528725085	39	30	13	0	0	0
2165	integrate	FBgn0010247	124	0.15742832786579225	19.521112655358237	151	13	9	2	0	0
5813	integrate	FBgn0037580	124	0.13361178150851585	16.567860907055966	91	20	8	3	1	1
3227	integrate	FBgn0033341	124	0.1267444416110568	15.716310759771043	134	8	8	3	1	1
879	integrate	FBgn0033366	124	0.1264522595064598	15.680080178801015	55	25	11	1	1	1
4682	integrate	FBgn0034296	124	0.11084206304041852	13.744415817011896	78	33	1	1	1	1
3890	integrate	FBgn0039163	124	0.10329018602567976	12.80798306718429	9	8	8	3	1	1
4042	integrate	FBgn0003076	124	0.10160024395171786	12.598430250013015	136	8	8	3	1	1
5057	integrate	FBgn0085453	124	0.07547842980773296	9.359325296158888	136	8	8	3	1	1
4908	integrate	FBgn0000927	123	0.17735373948793545	21.81450995701606	89	16	0	0	0	0
844	integrate	FBgn0034968	123	0.16424433766622998	20.202053532946287	130	34	2	1	1	1
5660	integrate	FBgn0259143	123	0.1470025478545766	18.08131338611292	10	9	9	2	0	0
2834	integrate	FBgn0037707	123	0.14559246269429255	17.907872911397984	11	10	0	0	0	0
2166	integrate	FBgn0051472	123	0.12176654409028077	14.977284923104536	14	12	7	3	1	1
772	integrate	FBgn0037135	123	0.11806581832738984	14.52209565426895	136	8	8	3	1	1
5733	integrate	FBgn0052452	122	0.22590738629170198	27.56070112758764	19	16	0	0	0	0
5912	integrate	FBgn0259676	122	0.2219086140642916	27.072850915843574	19	16	0	0	0	0
3379	integrate	FBgn0030309	122	0.22064904933892293	26.9191840193486	55	25	11	1	1	1
5481	integrate	FBgn0262473	122	0.20322323847785004	24.793235094297703	148	31	12	4	0	0
6180	integrate	FBgn0031971	122	0.18634285410132626	22.733828200361803	14	12	7	3	1	1
5957	integrate	FBgn0037328	122	0.14108486234545234	17.212353206145185	130	34	2	1	1	1
2837	integrate	FBgn0082582	122	0.10785830577371361	13.15871330439306	47	11	4	3	1	1
3578	integrate	FBgn0039099	121	0.22472724724172513	27.19199691624874	139	38	5	3	1	1
3596	integrate	FBgn0026089	121	0.17413316610540247	21.070113098753698	157	7	7	3	1	1
1167	integrate	FBgn0031708	121	0.14256853646888865	17.250792912735527	134	8	8	3	1	1
5170	integrate	FBgn0015756	121	0.13519684379631688	16.358818099354345	176	40	7	3	1	1
2291	integrate	FBgn0003884	121	0.13205422689967694	15.978561454860909	67	12	7	3	1	1
5677	integrate	FBgn0034488	121	0.12197237675779272	14.75865758769292	102	22	8	3	1	1
5262	integrate	FBgn0029176	121	0.11016467326533685	13.32992546510576	112	21	7	3	1	1
2961	integrate	FBgn0028336	121	0.09494340224002819	11.488151671043411	136	8	8	3	1	1
4089	integrate	FBgn0035829	120	0.23334671574301874	28.00160588916225	135	30	13	0	0	0
3481	integrate	FBgn0010421	120	0.2186406412628311	26.23687695153973	32	10	0	0	0	0
4086	integrate	FBgn0263108	120	0.217054497030112	26.046539643613443	118	31	12	4	0	0
676	integrate	FBgn0013697	120	0.19513678013461802	23.416413616154163	122	39	5	3	1	1
6366	integrate	FBgn0259209	120	0.1834747919919091	22.01697503902909	108	41	11	1	1	1
4305	integrate	FBgn0035106	120	0.1678959443298045	20.14751331957654	72	6	6	4	0	0
2484	integrate	FBgn0030314	120	0.15890022137544196	19.068026565053035	11	10	0	0	0	0
2105	integrate	FBgn0028342	120	0.15579966200321008	18.69595944038521	52	2	2	1	1	1
4226	integrate	FBgn0005390	120	0.09734055575017689	11.680866690021226	38	30	13	0	0	0
5512	integrate	FBgn0032475	119	0.2065105267279189	24.57475268062235	118	31	12	4	0	0
6411	integrate	FBgn0283471	119	0.19649894886980146	23.383374915506373	162	24	11	1	1	1
5525	integrate	FBgn0000147	119	0.18686160966649867	22.23653155031334	171	10	0	0	0	0
3897	integrate	FBgn0003687	119	0.1705293558592736	20.292993347253557	38	30	13	0	0	0
4081	integrate	FBgn0036948	119	0.13529836507034726	16.100505443371325	131	18	11	1	1	1
977	integrate	FBgn0024973	119	0.08759682807489381	10.424022540912365	96	22	8	3	1	1
2624	integrate	FBgn0024995	118	0.2201476037872137	25.977417246891218	33	25	11	1	1	1
3725	integrate	FBgn0029685	118	0.2180195602017535	25.726308103806915	110	32	12	4	0	0
604	integrate	FBgn0250843	118	0.2098572930148657	24.763160575754153	50	26	10	0	0	0
1575	integrate	FBgn0030030	118	0.2058869068161425	24.294655004304815	149	32	12	4	0	0
6298	integrate	FBgn0031947	118	0.16152087511502	19.05946326357236	89	16	0	0	0	0
3685	integrate	FBgn0034084	118	0.12014103915538006	14.176642620334848	68	30	13	0	0	0
1673	integrate	FBgn0000479	118	0.09243840682488055	10.907732005335905	16	14	9	2	0	0
619	integrate	FBgn0026566	118	0.08915651764745787	10.520469082400028	91	20	8	3	1	1
198	integrate	FBgn0028490	117	0.22145076898088695	25.909739970763773	30	24	11	1	1	1
1090	integrate	FBgn0031560	117	0.21856861397339866	25.572527834887644	99	41	11	1	1	1
4718	integrate	FBgn0035768	117	0.21490502214885104	25.143887591415574	123	39	5	3	1	1
5754	integrate	FBgn0031034	117	0.21224265431517478	24.83239055487545	21	18	11	1	1	1
2826	integrate	FBgn0003733	117	0.20631040374263981	24.13831723788886	110	32	12	4	0	0
6235	integrate	FBgn0037563	117	0.20398813387259207	23.866611663093273	1	1	1	1	1	1
4595	integrate	FBgn0046706	117	0.192514006987873	22.52413881758114	65	15	10	0	0	0
6024	integrate	FBgn0032216	117	0.12035022988572135	14.080976896629398	163	30	13	0	0	0
1050	integrate	FBgn0030863	116	0.21617198626469986	25.075950406705182	63	36	12	4	0	0
1667	integrate	FBgn0005655	116	0.21094450822302643	24.469562953871066	135	30	13	0	0	0
6174	integrate	FBgn0010235	116	0.18363733222134185	21.301930537675656	20	17	10	0	0	0
996	integrate	FBgn0039486	116	0.1805816343425677	20.947469583737853	51	33	1	1	1	1
4313	integrate	FBgn0038183	116	0.17820968597624165	20.672323573244032	37	29	2	1	1	1
5350	integrate	FBgn0051211	116	0.1704099529307095	19.767554539962305	27	12	7	3	1	1
3542	integrate	FBgn0032876	116	0.1478610291238146	17.151879378362494	74	28	12	4	0	0
1704	integrate	FBgn0035640	116	0.14508558014083506	16.829927296336866	11	10	0	0	0	0
1131	integrate	FBgn0011272	116	0.11516947490185771	13.359659088615494	130	34	2	1	1	1
5897	integrate	FBgn0002563	116	0.11118069385861236	12.896960487599033	70	19	5	3	1	1
544	integrate	FBgn0025615	116	0.08812923261424382	10.222990983252284	96	22	8	3	1	1
1019	integrate	FBgn0010435	115	0.19642811761362364	22.58923352556672	30	24	11	1	1	1
5216	integrate	FBgn0029608	115	0.17620833394459487	20.26395840362841	46	1	1	1	1	1
4593	integrate	FBgn0034497	115	0.159955374210077	18.394868034158854	119	25	11	1	1	1
6104	integrate	FBgn0041188	115	0.13563330072351729	15.597829583204488	10	9	9	2	0	0
1922	integrate	FBgn0026316	115	0.11377899863216398	13.084584842698858	20	17	10	0	0	0
1555	integrate	FBgn0004177	115	0.0940599758702511	10.816897225078876	158	14	9	2	0	0
1006	integrate	FBgn0031657	115	0.07339233838091813	8.440118913805586	9	8	8	3	1	1
3718	integrate	FBgn0040309	114	0.20810925934631794	23.724455565480245	73	35	10	0	0	0
3547	integrate	FBgn0026380	114	0.1465985346129409	16.71223294587526	132	7	7	3	1	1
6292	integrate	FBgn0250823	114	0.10024591471391035	11.42803427738578	10	9	9	2	0	0
3062	integrate	FBgn0031771	114	0.09538967904627482	10.87442341127533	136	8	8	3	1	1
6413	integrate	FBgn0034247	113	0.21932244608436824	24.78343640753361	111	18	11	1	1	1
1781	integrate	FBgn0016076	113	0.1859479371508658	21.012116898047836	44	27	4	3	1	1
5178	integrate	FBgn0263234	112	0.2121616231442036	23.7621017921508	154	19	5	3	1	1
1158	integrate	FBgn0035359	112	0.1662898567070941	18.62446395119454	51	33	1	1	1	1
4005	integrate	FBgn0036144	112	0.16531607677508203	18.515400598809187	89	16	0	0	0	0
795	integrate	FBgn0028480	112	0.16351218301212597	18.31336449735811	47	11	4	3	1	1
6478	integrate	FBgn0034583	112	0.14249416231191003	15.959346178933924	174	2	2	1	1	1
1268	integrate	FBgn0003356	112	0.13562562219364072	15.19006968568776	116	33	1	1	1	1
6223	integrate	FBgn0000547	112	0.127890757392769	14.323764827990129	10	9	9	2	0	0
2670	integrate	FBgn0011361	112	0.11226354290163222	12.573516804982809	170	40	7	3	1	1
2638	integrate	FBgn0000489	112	0.10477125393347733	11.734380440549462	47	11	4	3	1	1
4658	integrate	FBgn0032783	111	0.22452052115186433	24.92177784785694	135	30	13	0	0	0
1934	integrate	FBgn0036237	111	0.20322521640594193	22.557999021059555	20	17	10	0	0	0
701	integrate	FBgn0037810	111	0.1920592877676318	21.318580942207127	79	6	6	4	0	0
4165	integrate	FBgn0036661	111	0.17836959218541085	19.799024732580605	135	30	13	0	0	0
1366	integrate	FBgn0086357	111	0.1640751321042969	18.212339663576955	90	37	4	3	1	1
1857	integrate	FBgn0033264	111	0.07968966109583282	8.845552381637443	109	30	13	0	0	0
6165	integrate	FBgn0034162	110	0.20876436085852562	22.964079694437817	99	41	11	1	1	1
5703	integrate	FBgn0038551	110	0.20622340404136147	22.68457444454976	63	36	12	4	0	0
3136	integrate	FBgn0029854	110	0.19800966968712516	21.78106366558377	157	7	7	3	1	1
4115	integrate	FBgn0031601	110	0.19761676452822058	21.737844098104265	8	7	7	3	1	1
3731	integrate	FBgn0037011	110	0.19563567144018632	21.519923858420494	113	41	11	1	1	1
789	integrate	FBgn0037363	110	0.19097982727842808	21.007781000627087	7	6	6	4	0	0
2678	integrate	FBgn0039321	110	0.17279841609034527	19.00782576993798	2	1	1	1	1	1
3205	integrate	FBgn0035517	110	0.17035870967361963	18.73945806409816	9	8	8	3	1	1
1388	integrate	FBgn0000541	110	0.15927210691581056	17.519931760739162	143	6	6	4	0	0
5361	integrate	FBgn0011661	110	0.0976416796182946	10.740584758012407	159	14	9	2	0	0
3837	integrate	FBgn0039555	110	0.09292694340409757	10.221963774450733	9	8	8	3	1	1
6026	integrate	FBgn0014455	110	0.08891783860757953	9.780962246833749	168	20	8	3	1	1
4187	integrate	FBgn0031126	109	0.2280651537247721	24.859101756000157	79	6	6	4	0	0
1584	integrate	FBgn0031514	109	0.2027470354519462	22.099426864262135	21	18	11	1	1	1
1841	integrate	FBgn0036106	109	0.1481145814326581	16.144489376159733	172	1	1	1	1	1
2767	integrate	FBgn0032076	109	0.12117120509723388	13.207661355598493	21	18	11	1	1	1
5362	integrate	FBgn0052412	109	0.1202220519713503	13.104203664877183	11	10	0	0	0	0
1347	integrate	FBgn0039737	109	0.11895927869706956	12.966561377980582	83	33	1	1	1	1
1109	integrate	FBgn0262735	109	0.0982222820020908	10.706228738227896	97	9	9	2	0	0
1156	integrate	FBgn0014380	108	0.20325534190716313	21.95157692597362	21	18	11	1	1	1
4996	integrate	FBgn0000052	108	0.1985298988022934	21.441229070647687	20	17	10	0	0	0
512	integrate	FBgn0034158	108	0.19796958805059628	21.380715509464398	7	6	6	4	0	0
6397	integrate	FBgn0035083	108	0.17985770891680883	19.424632563015354	122	39	5	3	1	1
1699	integrate	FBgn0010358	108	0.17603765885938708	19.012067156813803	116	33	1	1	1	1
858	integrate	FBgn0036581	107	0.2434033686786397	26.04416044861445	8	7	7	3	1	1
907	integrate	FBgn0044020	107	0.23070234379016122	24.68515078554725	66	26	10	0	0	0
3946	integrate	FBgn0005696	107	0.2233426030536746	23.897658526743182	69	32	12	4	0	0
4230	integrate	FBgn0039760	107	0.19881585763121393	21.27329676653989	21	18	11	1	1	1
3874	integrate	FBgn0000046	107	0.1841464407315585	19.70366915827676	119	25	11	1	1	1
4987	integrate	FBgn0039777	107	0.15723260500749917	16.82388873580241	116	33	1	1	1	1
2325	integrate	FBgn0035904	107	0.15636623918224413	16.73118759250012	78	33	1	1	1	1
3971	integrate	FBgn0040609	107	0.14649564752504313	15.675034285179615	51	33	1	1	1	1
