	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
988	integrate	FBgn0037071	2	0.1247349470792207	0.2494698941584414	32	10	0	0	0	0
4407	integrate	FBgn0033913	2	0.12433092608491678	0.24866185216983355	40	24	11	1	1	1
955	integrate	FBgn0005386	2	0.123674344724765	0.24734868944953	75	28	12	4	0	0
6111	integrate	FBgn0004237	2	0.12315505249950798	0.24631010499901596	62	3	3	2	0	0
1428	integrate	FBgn0017578	2	0.1228185397438269	0.2456370794876538	17	4	4	3	1	1
15	integrate	FBgn0035088	2	0.1227038716392208	0.2454077432784416	14	12	7	3	1	1
6326	integrate	FBgn0032193	2	0.12142035713791417	0.24284071427582835	43	23	10	0	0	0
5390	integrate	FBgn0030034	2	0.12110383645706908	0.24220767291413817	18	15	10	0	0	0
3253	integrate	FBgn0028467	2	0.1208232428718169	0.2416464857436338	36	28	12	4	0	0
1963	integrate	FBgn0037108	2	0.12041459320625719	0.24082918641251438	27	12	7	3	1	1
700	integrate	FBgn0033274	2	0.11964955879611675	0.2392991175922335	23	19	5	3	1	1
2146	integrate	FBgn0036819	2	0.11910547164330977	0.23821094328661954	17	4	4	3	1	1
3697	integrate	FBgn0030007	2	0.11831351440923024	0.23662702881846048	134	8	8	3	1	1
6201	integrate	FBgn0030555	2	0.11807870682859192	0.23615741365718385	41	31	12	4	0	0
316	integrate	FBgn0038387	2	0.11734103148537584	0.23468206297075167	34	26	10	0	0	0
1047	integrate	FBgn0034032	2	0.11666212330620547	0.23332424661241094	36	28	12	4	0	0
3313	integrate	FBgn0003963	2	0.11616329027633904	0.23232658055267807	17	4	4	3	1	1
5198	integrate	FBgn0032123	2	0.11571449322231026	0.2314289864446205	104	3	3	2	0	0
3252	integrate	FBgn0037670	2	0.11558617325560241	0.23117234651120483	43	23	10	0	0	0
4105	integrate	FBgn0004449	2	0.1146464260796427	0.2292928521592854	18	15	10	0	0	0
1557	integrate	FBgn0029689	2	0.11439186180175513	0.22878372360351026	18	15	10	0	0	0
4741	integrate	FBgn0267791	2	0.11344304672846851	0.22688609345693703	142	35	10	0	0	0
6076	integrate	FBgn0037182	2	0.11328786156501253	0.22657572313002505	17	4	4	3	1	1
6007	integrate	FBgn0086129	2	0.11178936437118188	0.22357872874236376	36	28	12	4	0	0
5420	integrate	FBgn0027528	2	0.11129964752979155	0.2225992950595831	35	27	4	3	1	1
2791	integrate	FBgn0261004	2	0.11103992055221958	0.22207984110443915	49	32	12	4	0	0
5011	integrate	FBgn0029858	2	0.11097900802855351	0.22195801605710702	28	22	8	3	1	1
807	integrate	FBgn0037734	2	0.11079015171443717	0.22158030342887433	0	0	0	0	0	0
4010	integrate	FBgn0030969	2	0.11051979505478042	0.22103959010956084	42	0	0	0	0	0
1747	integrate	FBgn0011232	2	0.11046710524568934	0.22093421049137868	49	32	12	4	0	0
2991	integrate	FBgn0037513	2	0.11014122256110555	0.2202824451222111	1	1	1	1	1	1
3344	integrate	FBgn0265052	2	0.10934497725767935	0.2186899545153587	33	25	11	1	1	1
239	integrate	FBgn0025634	2	0.10891188713703809	0.21782377427407618	42	0	0	0	0	0
3513	integrate	FBgn0036483	2	0.10829937131614972	0.21659874263229945	74	28	12	4	0	0
6087	integrate	FBgn0030006	2	0.10825057046981879	0.21650114093963757	28	22	8	3	1	1
3771	integrate	FBgn0027841	2	0.1078423424698089	0.2156846849396178	57	20	8	3	1	1
3044	integrate	FBgn0036193	2	0.10765868226981987	0.21531736453963973	17	4	4	3	1	1
864	integrate	FBgn0047199	2	0.10759472579053195	0.2151894515810639	57	20	8	3	1	1
6359	integrate	FBgn0015772	2	0.10748329604990184	0.21496659209980368	104	3	3	2	0	0
4656	integrate	FBgn0033556	2	0.1073482663058134	0.2146965326116268	66	26	10	0	0	0
2422	integrate	FBgn0031420	2	0.10613329983045448	0.21226659966090897	18	15	10	0	0	0
42	integrate	FBgn0023094	2	0.1051169365982973	0.2102338731965946	19	16	0	0	0	0
6524	integrate	FBgn0004463	2	0.10459707540654842	0.20919415081309684	77	26	10	0	0	0
3565	integrate	FBgn0035254	2	0.10427758289170175	0.2085551657834035	32	10	0	0	0	0
3397	integrate	FBgn0028474	2	0.10407395060259902	0.20814790120519805	45	9	9	2	0	0
1903	integrate	FBgn0035085	2	0.10406018761628796	0.20812037523257593	32	10	0	0	0	0
686	integrate	FBgn0039210	2	0.1035314634248014	0.2070629268496028	49	32	12	4	0	0
6002	integrate	FBgn0011305	2	0.10294205404557147	0.20588410809114294	57	20	8	3	1	1
2213	integrate	FBgn0027866	2	0.10257388800403741	0.20514777600807482	0	0	0	0	0	0
2491	integrate	FBgn0036666	2	0.1011030350040657	0.2022060700081314	37	29	2	1	1	1
6038	integrate	FBgn0037852	2	0.1005555696895958	0.2011111393791916	32	10	0	0	0	0
5214	integrate	FBgn0011335	2	0.09973206152022052	0.19946412304044103	42	0	0	0	0	0
2412	integrate	FBgn0033450	2	0.09945298326670882	0.19890596653341763	18	15	10	0	0	0
268	integrate	FBgn0032253	2	0.09891513452311403	0.19783026904622805	21	18	11	1	1	1
5736	integrate	FBgn0036449	2	0.09860764189003524	0.19721528378007047	17	4	4	3	1	1
3107	integrate	FBgn0001994	2	0.09812225850240322	0.19624451700480644	104	3	3	2	0	0
2017	integrate	FBgn0035181	2	0.09647733125263507	0.19295466250527013	96	22	8	3	1	1
5798	integrate	FBgn0085455	2	0.09583833275973894	0.19167666551947787	55	25	11	1	1	1
2334	integrate	FBgn0023395	2	0.09579803898079237	0.19159607796158473	72	6	6	4	0	0
5394	integrate	FBgn0037261	2	0.09512655834395878	0.19025311668791756	43	23	10	0	0	0
4238	integrate	FBgn0033734	2	0.09476955655981256	0.18953911311962512	17	4	4	3	1	1
5775	integrate	FBgn0053523	2	0.09415183350207348	0.18830366700414697	142	35	10	0	0	0
2261	integrate	FBgn0032171	2	0.09399080946526754	0.18798161893053508	28	22	8	3	1	1
652	integrate	FBgn0038747	2	0.09145521312153632	0.18291042624307263	41	31	12	4	0	0
368	integrate	FBgn0284221	2	0.0909631049896338	0.1819262099792676	35	27	4	3	1	1
4109	integrate	FBgn0085421	2	0.09046229555148164	0.18092459110296327	70	19	5	3	1	1
2287	integrate	FBgn0062413	2	0.08961690008584183	0.17923380017168367	128	14	9	2	0	0
3572	integrate	FBgn0035769	2	0.08870304469217452	0.17740608938434904	36	28	12	4	0	0
2555	integrate	FBgn0065032	2	0.08834452826604962	0.17668905653209924	131	18	11	1	1	1
1189	integrate	FBgn0036514	2	0.08809035322238587	0.17618070644477174	39	30	13	0	0	0
3876	integrate	FBgn0032877	2	0.0880476161932505	0.176095232386501	32	10	0	0	0	0
6371	integrate	FBgn0016754	2	0.0878718663434171	0.1757437326868342	4	3	3	2	0	0
3409	integrate	FBgn0028434	2	0.08714481872152781	0.17428963744305562	28	22	8	3	1	1
5673	integrate	FBgn0000659	2	0.08613337616533948	0.17226675233067895	35	27	4	3	1	1
1639	integrate	FBgn0038429	2	0.08554144424039782	0.17108288848079564	36	28	12	4	0	0
5238	integrate	FBgn0032486	2	0.08469148448449348	0.16938296896898697	32	10	0	0	0	0
3812	integrate	FBgn0038327	2	0.08433202762087012	0.16866405524174025	28	22	8	3	1	1
2935	integrate	FBgn0027572	2	0.08424729551375615	0.1684945910275123	1	1	1	1	1	1
2135	integrate	FBgn0037297	2	0.0831132664708272	0.1662265329416544	39	30	13	0	0	0
4635	integrate	FBgn0038389	2	0.08307652373424512	0.16615304746849024	28	22	8	3	1	1
2899	integrate	FBgn0267668	2	0.0810412537419789	0.1620825074839578	47	11	4	3	1	1
6109	integrate	FBgn0265778	2	0.08016062961266669	0.16032125922533338	62	3	3	2	0	0
473	integrate	FBgn0267978	2	0.07990036545846542	0.15980073091693084	40	24	11	1	1	1
4403	integrate	FBgn0034786	2	0.0793136131071506	0.1586272262143012	134	8	8	3	1	1
6005	integrate	FBgn0037045	2	0.07541595301984869	0.15083190603969737	65	15	10	0	0	0
3324	integrate	FBgn0033089	2	0.07416260689770557	0.14832521379541114	28	22	8	3	1	1
2864	integrate	FBgn0003479	2	0.07380034997264018	0.14760069994528036	49	32	12	4	0	0
1007	integrate	FBgn0034351	2	0.07334918195740603	0.14669836391481206	85	22	8	3	1	1
4934	integrate	FBgn0033017	2	0.07246019994111134	0.1449203998822227	43	23	10	0	0	0
1421	integrate	FBgn0003656	2	0.07163583016261679	0.14327166032523359	4	3	3	2	0	0
5332	integrate	FBgn0027579	2	0.07103647322969497	0.14207294645938995	17	4	4	3	1	1
1695	integrate	FBgn0031651	2	0.07090823623385091	0.14181647246770182	9	8	8	3	1	1
5416	integrate	FBgn0086655	2	0.07065066741306916	0.14130133482613833	4	3	3	2	0	0
459	integrate	FBgn0038360	2	0.06872538271899807	0.13745076543799614	85	22	8	3	1	1
547	integrate	FBgn0032130	2	0.06793280653062225	0.1358656130612445	15	13	9	2	0	0
2598	integrate	FBgn0034172	2	0.06776862604932399	0.13553725209864798	18	15	10	0	0	0
4292	integrate	FBgn0052104	2	0.06711429387592815	0.1342285877518563	49	32	12	4	0	0
3278	integrate	FBgn0030061	2	0.06633097386838328	0.13266194773676657	28	22	8	3	1	1
256	integrate	FBgn0010051	2	0.0662758079413189	0.1325516158826378	82	14	9	2	0	0
397	integrate	FBgn0030850	2	0.06494163422893466	0.12988326845786932	45	9	9	2	0	0
94	integrate	FBgn0034553	2	0.06412089851840365	0.1282417970368073	40	24	11	1	1	1
43	integrate	FBgn0037897	2	0.06359443372045823	0.12718886744091645	36	28	12	4	0	0
6142	integrate	FBgn0036210	2	0.06302996498040911	0.12605992996081822	139	38	5	3	1	1
2095	integrate	FBgn0034528	2	0.06283701426403163	0.12567402852806325	10	9	9	2	0	0
6177	integrate	FBgn0022942	2	0.0610790796718456	0.1221581593436912	79	6	6	4	0	0
1678	integrate	FBgn0003527	2	0.06089028671796366	0.12178057343592733	49	32	12	4	0	0
3085	integrate	FBgn0050377	2	0.060160318089100245	0.12032063617820049	63	36	12	4	0	0
2369	integrate	FBgn0000228	2	0.059444631057570585	0.11888926211514117	61	3	3	2	0	0
1650	integrate	FBgn0264305	2	0.05942723178460391	0.11885446356920781	104	3	3	2	0	0
3372	integrate	FBgn0036386	2	0.058166834457709635	0.11633366891541927	4	3	3	2	0	0
1453	integrate	FBgn0037781	2	0.05664536599591679	0.11329073199183358	28	22	8	3	1	1
5628	integrate	FBgn0040382	2	0.05588511743542777	0.11177023487085554	35	27	4	3	1	1
2071	integrate	FBgn0039125	2	0.055489565805320905	0.11097913161064181	11	10	0	0	0	0
4883	integrate	FBgn0020278	2	0.05301814650757634	0.10603629301515267	82	14	9	2	0	0
5622	integrate	FBgn0031772	2	0.05155442239295509	0.10310884478591018	96	22	8	3	1	1
230	integrate	FBgn0263133	2	0.05060128740626021	0.10120257481252042	82	14	9	2	0	0
153	integrate	FBgn0054039	2	0.05001357051192035	0.1000271410238407	34	26	10	0	0	0
665	integrate	FBgn0038639	2	0.04999254621506269	0.09998509243012538	15	13	9	2	0	0
3742	integrate	FBgn0032691	2	0.04827914354875251	0.09655828709750502	39	30	13	0	0	0
647	integrate	FBgn0037138	2	0.04701003547337401	0.09402007094674802	95	4	4	3	1	1
3341	integrate	FBgn0035969	2	0.04695452961551743	0.09390905923103486	73	35	10	0	0	0
4126	integrate	FBgn0052062	2	0.04454648657543293	0.08909297315086585	64	11	4	3	1	1
5233	integrate	FBgn0038197	2	0.0442638818778891	0.0885277637557782	24	14	9	2	0	0
2740	integrate	FBgn0028837	2	0.041400624528674504	0.08280124905734901	57	20	8	3	1	1
1611	integrate	FBgn0035989	2	0.03946151219035417	0.07892302438070833	15	13	9	2	0	0
5145	integrate	FBgn0031988	2	0.039269048189497974	0.07853809637899595	104	3	3	2	0	0
1615	integrate	FBgn0037207	2	0.03906283535902414	0.07812567071804828	61	3	3	2	0	0
5546	integrate	FBgn0033086	2	0.03899693246434989	0.07799386492869978	27	12	7	3	1	1
22	integrate	FBgn0038037	2	0.03371661012797671	0.06743322025595341	21	18	11	1	1	1
718	integrate	FBgn0034629	2	0.03365082778820157	0.06730165557640314	134	8	8	3	1	1
431	integrate	FBgn0036691	2	0.033538099276966715	0.06707619855393343	134	8	8	3	1	1
1005	integrate	FBgn0031114	2	0.03313805693512187	0.06627611387024374	39	30	13	0	0	0
3331	integrate	FBgn0050421	2	0.03311094396734631	0.06622188793469262	4	3	3	2	0	0
1137	integrate	FBgn0027080	2	0.032857911721173784	0.06571582344234757	98	12	7	3	1	1
4805	integrate	FBgn0263237	2	0.03244109899922126	0.06488219799844253	38	30	13	0	0	0
1249	integrate	FBgn0031782	2	0.0315603563332776	0.0631207126665552	28	22	8	3	1	1
950	integrate	FBgn0032079	2	0.031163377142869916	0.06232675428573983	18	15	10	0	0	0
1000	integrate	FBgn0019968	2	0.030717873339093038	0.061435746678186076	45	9	9	2	0	0
2066	integrate	FBgn0027515	2	0.03032868822781585	0.0606573764556317	79	6	6	4	0	0
856	integrate	FBgn0003741	2	0.02953412851002206	0.05906825702004412	28	22	8	3	1	1
5990	integrate	FBgn0036263	2	0.029145309684810425	0.05829061936962085	32	10	0	0	0	0
2263	integrate	FBgn0029504	2	0.02837262702401809	0.05674525404803618	24	14	9	2	0	0
1980	integrate	FBgn0031149	2	0.02822503376075395	0.0564500675215079	114	22	8	3	1	1
5377	integrate	FBgn0051638	2	0.02811279753830495	0.0562255950766099	4	3	3	2	0	0
3755	integrate	FBgn0036570	2	0.025916317267191305	0.05183263453438261	28	22	8	3	1	1
360	integrate	FBgn0037999	2	0.024589062513309896	0.04917812502661979	28	22	8	3	1	1
1681	integrate	FBgn0020443	2	0.023965454935184358	0.047930909870368715	151	13	9	2	0	0
35	integrate	FBgn0261530	2	0.02343110622819526	0.04686221245639052	32	10	0	0	0	0
6395	integrate	FBgn0037647	2	0.023207825937737743	0.046415651875475486	28	22	8	3	1	1
1985	integrate	FBgn0022710	2	0.022773678716672623	0.045547357433345245	82	14	9	2	0	0
4904	integrate	FBgn0033723	2	0.02198896714163845	0.0439779342832769	23	19	5	3	1	1
47	integrate	FBgn0036640	2	0.02126728670888528	0.04253457341777056	15	13	9	2	0	0
3214	integrate	FBgn0085311	2	0.020528177170576686	0.04105635434115337	1	1	1	1	1	1
4480	integrate	FBgn0266464	2	0.019946809963959297	0.039893619927918594	82	14	9	2	0	0
4246	integrate	FBgn0039265	2	0.019404925743322782	0.038809851486645564	157	7	7	3	1	1
2094	integrate	FBgn0030996	2	0.019321740381811794	0.03864348076362359	0	0	0	0	0	0
6426	integrate	FBgn0035142	2	0.01930811401689244	0.03861622803378488	24	14	9	2	0	0
4032	integrate	FBgn0032000	2	0.018579992101481493	0.03715998420296299	14	12	7	3	1	1
3646	integrate	FBgn0036515	2	0.018268261346055407	0.036536522692110815	53	20	8	3	1	1
5883	integrate	FBgn0263603	2	0.016858906933886933	0.033717813867773866	15	13	9	2	0	0
650	integrate	FBgn0263289	2	0.015521809269832695	0.03104361853966539	45	9	9	2	0	0
463	integrate	FBgn0010417	2	0.015313935555378737	0.030627871110757474	85	22	8	3	1	1
5292	integrate	FBgn0043455	2	0.013616035262915022	0.027232070525830043	15	13	9	2	0	0
4306	integrate	FBgn0032361	2	0.013397898807150116	0.026795797614300232	27	12	7	3	1	1
4076	integrate	FBgn0038721	2	0.01309028247617211	0.02618056495234422	18	15	10	0	0	0
4255	integrate	FBgn0011837	2	0.01051661245505485	0.0210332249101097	97	9	9	2	0	0
4424	integrate	FBgn0035642	2	0.009843635096803319	0.019687270193606637	4	3	3	2	0	0
2786	integrate	FBgn0040285	2	0.009509865670513637	0.019019731341027274	16	14	9	2	0	0
4540	integrate	FBgn0033309	2	0.009273237315043897	0.018546474630087795	106	30	13	0	0	0
3272	integrate	FBgn0011259	2	0.009116913908138596	0.018233827816277193	82	14	9	2	0	0
6322	integrate	FBgn0010238	2	0.008586228897433254	0.017172457794866508	82	14	9	2	0	0
769	integrate	FBgn0035964	2	0.008563470472723461	0.017126940945446922	102	22	8	3	1	1
2399	integrate	FBgn0037312	2	0.006491281831047725	0.01298256366209545	98	12	7	3	1	1
6501	integrate	FBgn0036556	2	0.0039096320814059615	0.007819264162811923	82	14	9	2	0	0
1715	integrate	FBgn0021944	2	0.003578174309626911	0.007156348619253822	38	30	13	0	0	0
2258	integrate	FBgn0027569	2	0.002082727869084103	0.004165455738168206	17	4	4	3	1	1
1200	integrate	FBgn0052344	1	0.2918745907992338	0.2918745907992338	34	26	10	0	0	0
4466	integrate	FBgn0050001	1	0.269815247858245	0.269815247858245	57	20	8	3	1	1
73	integrate	FBgn0010225	1	0.26811430488229543	0.26811430488229543	30	24	11	1	1	1
852	integrate	FBgn0050285	1	0.26601214848622645	0.26601214848622645	40	24	11	1	1	1
2918	integrate	FBgn0000256	1	0.25575804326281354	0.25575804326281354	85	22	8	3	1	1
1578	integrate	FBgn0032194	1	0.2520224276606253	0.2520224276606253	0	0	0	0	0	0
4851	integrate	FBgn0038425	1	0.24366129585229557	0.24366129585229557	85	22	8	3	1	1
2069	integrate	FBgn0033998	1	0.2388742858989506	0.2388742858989506	4	3	3	2	0	0
3901	integrate	FBgn0035283	1	0.2388742858989506	0.2388742858989506	41	31	12	4	0	0
2927	integrate	FBgn0036365	1	0.23831317945705008	0.23831317945705008	23	19	5	3	1	1
2981	integrate	FBgn0031972	1	0.2332540564850401	0.2332540564850401	134	8	8	3	1	1
6562	integrate	FBgn0035021	1	0.23302427839821407	0.23302427839821407	49	32	12	4	0	0
178	integrate	FBgn0033921	1	0.231661176182921	0.231661176182921	41	31	12	4	0	0
526	integrate	FBgn0027588	1	0.22961288542675995	0.22961288542675995	139	38	5	3	1	1
3391	integrate	FBgn0031842	1	0.22854923654266024	0.22854923654266024	85	22	8	3	1	1
6252	integrate	FBgn0262714	1	0.22755851125781298	0.22755851125781298	36	28	12	4	0	0
1872	integrate	FBgn0016081	1	0.2263934295367323	0.2263934295367323	18	15	10	0	0	0
5652	integrate	FBgn0028622	1	0.22600964806092155	0.22600964806092155	76	37	4	3	1	1
5979	integrate	FBgn0032409	1	0.22531915350816192	0.22531915350816192	49	32	12	4	0	0
1341	integrate	FBgn0032101	1	0.2231610874967563	0.2231610874967563	34	26	10	0	0	0
4803	integrate	FBgn0260756	1	0.222020844399154	0.222020844399154	28	22	8	3	1	1
4259	integrate	FBgn0035401	1	0.22200723669872854	0.22200723669872854	27	12	7	3	1	1
4575	integrate	FBgn0266369	1	0.21983855952112238	0.21983855952112238	76	37	4	3	1	1
2855	integrate	FBgn0261794	1	0.21983149635446395	0.21983149635446395	40	24	11	1	1	1
3589	integrate	FBgn0039632	1	0.2185079172243275	0.2185079172243275	49	32	12	4	0	0
4902	integrate	FBgn0261270	1	0.21807292142693224	0.21807292142693224	49	32	12	4	0	0
5289	integrate	FBgn0028429	1	0.2180538151372854	0.2180538151372854	43	23	10	0	0	0
2640	integrate	FBgn0033980	1	0.21756809508992786	0.21756809508992786	40	24	11	1	1	1
4787	integrate	FBgn0024285	1	0.2169409399783846	0.2169409399783846	79	6	6	4	0	0
2089	integrate	FBgn0035849	1	0.21661053827491053	0.21661053827491053	76	37	4	3	1	1
2562	integrate	FBgn0037779	1	0.2162220856314938	0.2162220856314938	14	12	7	3	1	1
3947	integrate	FBgn0250820	1	0.21581780753652194	0.21581780753652194	27	12	7	3	1	1
4497	integrate	FBgn0027343	1	0.21576439068955272	0.21576439068955272	18	15	10	0	0	0
4543	integrate	FBgn0046247	1	0.21483352080588392	0.21483352080588392	39	30	13	0	0	0
3269	integrate	FBgn0031871	1	0.21404058065216935	0.21404058065216935	41	31	12	4	0	0
1477	integrate	FBgn0020388	1	0.21371569801338391	0.21371569801338391	49	32	12	4	0	0
4000	integrate	FBgn0035121	1	0.21307843457452916	0.21307843457452916	164	23	10	0	0	0
5575	integrate	FBgn0052373	1	0.2127280601988043	0.2127280601988043	34	26	10	0	0	0
488	integrate	FBgn0000077	1	0.21259115146748706	0.21259115146748706	15	13	9	2	0	0
876	integrate	FBgn0035103	1	0.21232257597363996	0.21232257597363996	33	25	11	1	1	1
2196	integrate	FBgn0032907	1	0.21145705931377554	0.21145705931377554	36	28	12	4	0	0
6000	integrate	FBgn0267376	1	0.21116626377529185	0.21116626377529185	34	26	10	0	0	0
2419	integrate	FBgn0037022	1	0.21110444564699668	0.21110444564699668	15	13	9	2	0	0
4921	integrate	FBgn0039690	1	0.2106654104130979	0.2106654104130979	1	1	1	1	1	1
2267	integrate	FBgn0039274	1	0.21039931403845746	0.21039931403845746	34	26	10	0	0	0
3322	integrate	FBgn0039705	1	0.21009604952132094	0.21009604952132094	49	32	12	4	0	0
935	integrate	FBgn0035272	1	0.20982144054227897	0.20982144054227897	27	12	7	3	1	1
755	integrate	FBgn0011570	1	0.20971089383010996	0.20971089383010996	73	35	10	0	0	0
2746	integrate	FBgn0039589	1	0.20805909374949255	0.20805909374949255	32	10	0	0	0	0
1813	integrate	FBgn0034117	1	0.20779203662210372	0.20779203662210372	139	38	5	3	1	1
3415	integrate	FBgn0031413	1	0.2063542834767196	0.2063542834767196	28	22	8	3	1	1
4369	integrate	FBgn0028671	1	0.2059219011574387	0.2059219011574387	27	12	7	3	1	1
5800	integrate	FBgn0030435	1	0.20533774148358658	0.20533774148358658	139	38	5	3	1	1
504	integrate	FBgn0028699	1	0.20517320376113207	0.20517320376113207	40	24	11	1	1	1
4412	integrate	FBgn0038719	1	0.2051049431529155	0.2051049431529155	33	25	11	1	1	1
1175	integrate	FBgn0037981	1	0.20469532840340032	0.20469532840340032	49	32	12	4	0	0
5409	integrate	FBgn0034988	1	0.20460719147430756	0.20460719147430756	21	18	11	1	1	1
2794	integrate	FBgn0034050	1	0.20448659977685668	0.20448659977685668	28	22	8	3	1	1
1125	integrate	FBgn0035290	1	0.20391713768020048	0.20391713768020048	40	24	11	1	1	1
1063	integrate	FBgn0035120	1	0.2026901885918118	0.2026901885918118	28	22	8	3	1	1
2349	integrate	FBgn0038391	1	0.2023773481029554	0.2023773481029554	21	18	11	1	1	1
4199	integrate	FBgn0034366	1	0.2018774334752238	0.2018774334752238	17	4	4	3	1	1
1386	integrate	FBgn0025808	1	0.20119388714257344	0.20119388714257344	36	28	12	4	0	0
1054	integrate	FBgn0039636	1	0.2010599863791286	0.2010599863791286	28	22	8	3	1	1
6107	integrate	FBgn0036317	1	0.2010308825711222	0.2010308825711222	17	4	4	3	1	1
5402	integrate	FBgn0039730	1	0.20082441591143008	0.20082441591143008	15	13	9	2	0	0
2475	integrate	FBgn0037892	1	0.20054420921804791	0.20054420921804791	14	12	7	3	1	1
3177	integrate	FBgn0034726	1	0.2004322589512569	0.2004322589512569	41	31	12	4	0	0
2074	integrate	FBgn0038108	1	0.1996830450910921	0.1996830450910921	36	28	12	4	0	0
3663	integrate	FBgn0038353	1	0.19914373477349648	0.19914373477349648	78	33	1	1	1	1
1052	integrate	FBgn0003638	1	0.19901441124073316	0.19901441124073316	28	22	8	3	1	1
4622	integrate	FBgn0261387	1	0.1988560158205801	0.1988560158205801	45	9	9	2	0	0
4141	integrate	FBgn0032047	1	0.19882452578642887	0.19882452578642887	49	32	12	4	0	0
3387	integrate	FBgn0031598	1	0.19874237980850587	0.19874237980850587	4	3	3	2	0	0
4873	integrate	FBgn0030669	1	0.19873148419244022	0.19873148419244022	14	12	7	3	1	1
4322	integrate	FBgn0051469	1	0.19858057180575178	0.19858057180575178	33	25	11	1	1	1
4474	integrate	FBgn0030673	1	0.19815143278816316	0.19815143278816316	39	30	13	0	0	0
4834	integrate	FBgn0043806	1	0.19783683297750995	0.19783683297750995	23	19	5	3	1	1
6458	integrate	FBgn0033117	1	0.19759844831325346	0.19759844831325346	28	22	8	3	1	1
3609	integrate	FBgn0030351	1	0.19744726537606536	0.19744726537606536	66	26	10	0	0	0
4758	integrate	FBgn0033429	1	0.19744726537606536	0.19744726537606536	8	7	7	3	1	1
4404	integrate	FBgn0030274	1	0.1973136356213418	0.1973136356213418	32	10	0	0	0	0
1221	integrate	FBgn0037491	1	0.19721075855646772	0.19721075855646772	49	32	12	4	0	0
5154	integrate	FBgn0028371	1	0.1970833491157139	0.1970833491157139	40	24	11	1	1	1
6255	integrate	FBgn0013953	1	0.19698013285610005	0.19698013285610005	37	29	2	1	1	1
1526	integrate	FBgn0011297	1	0.19690688513813906	0.19690688513813906	34	26	10	0	0	0
3770	integrate	FBgn0033584	1	0.19637268162539126	0.19637268162539126	39	30	13	0	0	0
1102	integrate	FBgn0263968	1	0.19627861978052386	0.19627861978052386	18	15	10	0	0	0
3559	integrate	FBgn0034800	1	0.19627861978052386	0.19627861978052386	36	28	12	4	0	0
5090	integrate	FBgn0033402	1	0.19611520498709192	0.19611520498709192	167	35	10	0	0	0
884	integrate	FBgn0001133	1	0.19558041208074714	0.19558041208074714	85	22	8	3	1	1
3287	integrate	FBgn0032465	1	0.195472947358178	0.195472947358178	34	26	10	0	0	0
5157	integrate	FBgn0062440	1	0.19530930315786488	0.19530930315786488	43	23	10	0	0	0
3504	integrate	FBgn0030528	1	0.19518634382983913	0.19518634382983913	18	15	10	0	0	0
129	integrate	FBgn0029525	1	0.19399246533209055	0.19399246533209055	18	15	10	0	0	0
6282	integrate	FBgn0031484	1	0.19398514859474345	0.19398514859474345	32	10	0	0	0	0
4453	integrate	FBgn0034110	1	0.1938692356940002	0.1938692356940002	23	19	5	3	1	1
3046	integrate	FBgn0014417	1	0.19296411045045223	0.19296411045045223	49	32	12	4	0	0
1471	integrate	FBgn0036549	1	0.19290802839399387	0.19290802839399387	33	25	11	1	1	1
2278	integrate	FBgn0026317	1	0.1928337185812734	0.1928337185812734	36	28	12	4	0	0
2802	integrate	FBgn0020270	1	0.19267482275072223	0.19267482275072223	39	30	13	0	0	0
1220	integrate	FBgn0027085	1	0.1926631663880775	0.1926631663880775	18	15	10	0	0	0
4527	integrate	FBgn0003358	1	0.1926129845471213	0.1926129845471213	26	21	7	3	1	1
6182	integrate	FBgn0031373	1	0.19216293992962724	0.19216293992962724	1	1	1	1	1	1
5625	integrate	FBgn0035953	1	0.19167358019769076	0.19167358019769076	4	3	3	2	0	0
6522	integrate	FBgn0031077	1	0.19116209154691	0.19116209154691	23	19	5	3	1	1
5975	integrate	FBgn0039627	1	0.19104520303668424	0.19104520303668424	57	20	8	3	1	1
3870	integrate	FBgn0005198	1	0.19021809307142834	0.19021809307142834	18	15	10	0	0	0
406	integrate	FBgn0004369	1	0.19016389222499264	0.19016389222499264	18	15	10	0	0	0
4991	integrate	FBgn0025743	1	0.19006706158168538	0.19006706158168538	72	6	6	4	0	0
4103	integrate	FBgn0039773	1	0.18972211205513026	0.18972211205513026	15	13	9	2	0	0
3749	integrate	FBgn0004381	1	0.18957903371011794	0.18957903371011794	36	28	12	4	0	0
2654	integrate	FBgn0011291	1	0.18948845142904264	0.18948845142904264	57	20	8	3	1	1
1217	integrate	FBgn0052056	1	0.18922983931247125	0.18922983931247125	17	4	4	3	1	1
702	integrate	FBgn0000562	1	0.18881104728874737	0.18881104728874737	45	9	9	2	0	0
664	integrate	FBgn0038649	1	0.1886760682854096	0.1886760682854096	39	30	13	0	0	0
350	integrate	FBgn0031951	1	0.18863820989402355	0.18863820989402355	15	13	9	2	0	0
3023	integrate	FBgn0261393	1	0.18824943069749897	0.18824943069749897	76	37	4	3	1	1
3591	integrate	FBgn0028380	1	0.18823775418657088	0.18823775418657088	41	31	12	4	0	0
4978	integrate	FBgn0040373	1	0.18793846030858513	0.18793846030858513	15	13	9	2	0	0
5017	integrate	FBgn0020224	1	0.1879176029068572	0.1879176029068572	72	6	6	4	0	0
4039	integrate	FBgn0053970	1	0.1877903685469749	0.1877903685469749	40	24	11	1	1	1
